CNPJ_FUNDO,DT_COMPTC,VL_PATRIM_LIQ
12.665.456/0001-50,2016-12-28,856719992.57
12.665.456/0001-50,2016-12-29,865273036.64
12.665.456/0001-50,2016-12-30,865279200.22
13.071.579/0001-25,2011-03-24,8e+05
13.071.579/0001-25,2011-03-25,65199461.85
13.071.579/0001-25,2011-03-28,285055395.7
13.071.579/0001-25,2011-03-29,287135246.92
13.071.579/0001-25,2011-03-30,289541410.75
13.071.579/0001-25,2011-03-31,289626487.07
13.071.579/0001-25,2011-04-01,290069669.71
13.071.579/0001-25,2011-04-04,290171135.17
13.071.579/0001-25,2011-04-05,290210942.13
13.071.579/0001-25,2011-04-06,290330828.91
13.071.579/0001-25,2011-04-07,290474401.52
13.071.579/0001-25,2011-04-08,290623560.8
13.071.579/0001-25,2011-04-11,301110267.16
13.071.579/0001-25,2011-04-12,301068269.5
13.071.579/0001-25,2011-04-13,301131804.61
13.071.579/0001-25,2011-04-14,301315362.93
13.071.579/0001-25,2011-04-15,316752394.12
13.071.579/0001-25,2011-04-18,316638320.73
13.071.579/0001-25,2011-04-19,317091804.89
13.071.579/0001-25,2011-04-20,325584323.75
13.071.579/0001-25,2011-04-25,339524509.37
13.071.579/0001-25,2011-04-26,340062729.9
13.071.579/0001-25,2011-04-27,347767138.84
13.071.579/0001-25,2011-04-28,373083273.86
13.071.579/0001-25,2011-04-29,390400810.67
13.071.579/0001-25,2011-05-02,401276561.8
13.071.579/0001-25,2011-05-03,400613559.81
13.071.579/0001-25,2011-05-04,400349850.75
13.071.579/0001-25,2011-05-05,400279534.86
13.071.579/0001-25,2011-05-06,401105615.23
13.071.579/0001-25,2011-05-09,401412527.76
13.071.579/0001-25,2011-05-10,401501284.78
13.071.579/0001-25,2011-05-11,409173410.07
13.071.579/0001-25,2011-05-12,409454350.62
13.071.579/0001-25,2011-05-13,409075836.16
13.071.579/0001-25,2011-05-16,409022840.32
13.071.579/0001-25,2011-05-17,409543570.3
13.071.579/0001-25,2011-05-18,416771194.51
13.071.579/0001-25,2011-05-19,416692282.52
13.071.579/0001-25,2011-05-20,416849292.46
13.071.579/0001-25,2011-05-23,416673128.81
13.071.579/0001-25,2011-05-24,417282452.79
13.071.579/0001-25,2011-05-25,496663969.86
13.071.579/0001-25,2011-05-26,573319896.02
13.071.579/0001-25,2011-05-27,573793948.35
13.071.579/0001-25,2011-05-30,573943235.22
13.071.579/0001-25,2011-05-31,574560337.2
13.071.579/0001-25,2011-06-01,574059785.21
13.071.579/0001-25,2011-06-02,590495325.59
13.071.579/0001-25,2011-06-03,590684337.22
13.071.579/0001-25,2011-06-06,590110673.62
13.071.579/0001-25,2011-06-07,590735770.61
13.071.579/0001-25,2011-06-08,590658945.2
13.071.579/0001-25,2011-06-09,590853910.88
13.071.579/0001-25,2011-06-10,590686529.11
13.071.579/0001-25,2011-06-13,590553397.47
13.071.579/0001-25,2011-06-14,591143510.72
13.071.579/0001-25,2011-06-15,591383396.83
13.071.579/0001-25,2011-06-16,591086073.28
13.071.579/0001-25,2011-06-17,591107360.61
13.071.579/0001-25,2011-06-20,599234915.59
13.071.579/0001-25,2011-06-21,600321462.23
13.071.579/0001-25,2011-06-22,600612185.49
13.071.579/0001-25,2011-06-24,600853512.61
13.071.579/0001-25,2011-06-27,601008323.43
13.071.579/0001-25,2011-06-28,602163135.35
13.071.579/0001-25,2011-06-29,602589541.13
13.071.579/0001-25,2011-06-30,602832845.57
13.071.579/0001-25,2011-07-01,603737088.42
13.071.579/0001-25,2011-07-04,604315727.48
13.071.579/0001-25,2011-07-05,604034033.24
13.071.579/0001-25,2011-07-06,603794867.99
13.071.579/0001-25,2011-07-07,603878625.45
13.071.579/0001-25,2011-07-08,603539393.91
13.071.579/0001-25,2011-07-11,602686733.99
13.071.579/0001-25,2011-07-12,602299989.76
13.071.579/0001-25,2011-07-13,603334405.9
13.071.579/0001-25,2011-07-14,602743198.67
13.071.579/0001-25,2011-07-15,602610745.49
13.071.579/0001-25,2011-07-18,602272619.74
13.071.579/0001-25,2011-07-19,603007505.27
13.071.579/0001-25,2011-07-20,603268195.51
13.071.579/0001-25,2011-07-21,604395848.76
13.071.579/0001-25,2011-07-22,604806324.02
13.071.579/0001-25,2011-07-25,604599138.89
13.071.579/0001-25,2011-07-26,604403461.47
13.071.579/0001-25,2011-07-27,603773629.1
13.071.579/0001-25,2011-07-28,604450309.47
13.071.579/0001-25,2011-07-29,605407521.83
13.071.579/0001-25,2011-08-01,605520517.56
13.071.579/0001-25,2011-08-02,604205790.06
13.071.579/0001-25,2011-08-03,603102470.98
13.071.579/0001-25,2011-08-04,600795304.44
13.071.579/0001-25,2011-08-05,600986290.07
13.071.579/0001-25,2011-08-08,596716410.99
13.071.579/0001-25,2011-08-09,599710922.78
13.071.579/0001-25,2011-08-10,599724910.09
13.071.579/0001-25,2011-08-11,602188218.41
13.071.579/0001-25,2011-08-12,603076569.16
13.071.579/0001-25,2011-08-15,604398327.72
13.071.579/0001-25,2011-08-16,604262047.97
13.071.579/0001-25,2011-08-17,620765442.68
13.071.579/0001-25,2011-08-18,628575449.49
13.071.579/0001-25,2011-08-19,628048863.25
13.071.579/0001-25,2011-08-22,629946705.94
13.071.579/0001-25,2011-08-23,631603594.02
13.071.579/0001-25,2011-08-24,631630638.63
13.071.579/0001-25,2011-08-25,631577635.2
13.071.579/0001-25,2011-08-26,633123876.71
13.071.579/0001-25,2011-08-29,635279421.81
13.071.579/0001-25,2011-08-30,636203428.36
13.071.579/0001-25,2011-08-31,638362170.33
13.071.579/0001-25,2011-09-01,641499614.02
13.071.579/0001-25,2011-09-02,640118345.34
13.071.579/0001-25,2011-09-05,638806761.01
13.071.579/0001-25,2011-09-06,640680649.74
13.071.579/0001-25,2011-09-08,641856146.8
13.071.579/0001-25,2011-09-09,640915506.8
13.071.579/0001-25,2011-09-12,640794818.63
13.071.579/0001-25,2011-09-13,640725176.23
13.071.579/0001-25,2011-09-14,641329731.14
13.071.579/0001-25,2011-09-15,641940798.89
13.071.579/0001-25,2011-09-16,643085723.02
13.071.579/0001-25,2011-09-19,643169393.36
13.071.579/0001-25,2011-09-20,643068331.7
13.071.579/0001-25,2011-09-21,642517494.28
13.071.579/0001-25,2011-09-22,639986651.19
13.071.579/0001-25,2011-09-23,640709730.5
13.071.579/0001-25,2011-09-26,641503339.32
13.071.579/0001-25,2011-09-27,642304510.62
13.071.579/0001-25,2011-09-28,641982998.26
13.071.579/0001-25,2011-09-29,642394016.88
13.071.579/0001-25,2011-09-30,642316298.06
13.071.579/0001-25,2011-10-03,641621692.41
13.071.579/0001-25,2011-10-04,640491953.15
13.071.579/0001-25,2011-10-05,641120919.41
13.071.579/0001-25,2011-10-06,642487600.48
13.071.579/0001-25,2011-10-07,641917947.15
13.071.579/0001-25,2011-10-10,644129621.01
13.071.579/0001-25,2011-10-11,644570483.54
13.071.579/0001-25,2011-10-13,645092359.44
13.071.579/0001-25,2011-10-14,645587992.63
13.071.579/0001-25,2011-10-17,645143530.44
13.071.579/0001-25,2011-10-18,646062270.13
13.071.579/0001-25,2011-10-19,646522300.05
13.071.579/0001-25,2011-10-20,645785298.83
13.071.579/0001-25,2011-10-21,647138101.41
13.071.579/0001-25,2011-10-24,648163770.35
13.071.579/0001-25,2011-10-25,647719255.46
13.071.579/0001-25,2011-10-26,648659324.67
13.071.579/0001-25,2011-10-27,649680923.48
13.071.579/0001-25,2011-10-28,650180805.05
13.071.579/0001-25,2011-10-31,650513912.63
13.071.579/0001-25,2011-11-01,649789702.51
13.071.579/0001-25,2011-11-03,650688985.43
13.071.579/0001-25,2011-11-04,651061780.04
13.071.579/0001-25,2011-11-07,651507589.72
13.071.579/0001-25,2011-11-08,651897532.43
13.071.579/0001-25,2011-11-09,651419051.82
13.071.579/0001-25,2011-11-10,651647337.65
13.071.579/0001-25,2011-11-11,652787705.82
13.071.579/0001-25,2011-11-14,652953734.93
13.071.579/0001-25,2011-11-16,653775494.99
13.071.579/0001-25,2011-11-17,652509223.49
13.071.579/0001-25,2011-11-18,652132027.66
13.071.579/0001-25,2011-11-21,652104704.15
13.071.579/0001-25,2011-11-22,652132969.47
13.071.579/0001-25,2011-11-23,651471410.43
13.071.579/0001-25,2011-11-24,652597551.13
13.071.579/0001-25,2011-11-25,652698519.68
13.071.579/0001-25,2011-11-28,653536647.3
13.071.579/0001-25,2011-11-29,653368231.34
13.071.579/0001-25,2011-11-30,655546873.41
13.071.579/0001-25,2011-12-01,656836407.13
13.071.579/0001-25,2011-12-02,656373199.07
13.071.579/0001-25,2011-12-05,657221879.05
13.071.579/0001-25,2011-12-06,657947084.45
13.071.579/0001-25,2011-12-07,658224885.4
13.071.579/0001-25,2011-12-08,658024386.66
13.071.579/0001-25,2011-12-09,658511660.47
13.071.579/0001-25,2011-12-12,658496157.99
13.071.579/0001-25,2011-12-13,658948508.92
13.071.579/0001-25,2011-12-14,658650952.82
13.071.579/0001-25,2011-12-15,659047169.81
13.071.579/0001-25,2011-12-16,659917080.83
13.071.579/0001-25,2011-12-19,659611144.86
13.071.579/0001-25,2011-12-20,660788713.96
13.071.579/0001-25,2011-12-21,660873964.76
13.071.579/0001-25,2011-12-22,660586428.64
13.071.579/0001-25,2011-12-23,661425292.67
13.071.579/0001-25,2011-12-26,661614423.67
13.071.579/0001-25,2011-12-27,662457631.53
13.071.579/0001-25,2011-12-28,831926704.35
13.071.579/0001-25,2011-12-29,841628134.17
13.071.579/0001-25,2011-12-30,841982558.57
13.071.579/0001-25,2012-01-02,842331230.02
13.071.579/0001-25,2012-01-03,876031759.88
13.071.579/0001-25,2012-01-04,876395941.91
13.071.579/0001-25,2012-01-05,875683349.84
13.071.579/0001-25,2012-01-06,875897054.42
13.071.579/0001-25,2012-01-09,876706940.76
13.071.579/0001-25,2012-01-10,877463833.86
13.071.579/0001-25,2012-01-11,877630009.34
13.071.579/0001-25,2012-01-12,877708511.13
13.071.579/0001-25,2012-01-13,878298757.37
13.071.579/0001-25,2012-01-16,879305198.23
13.071.579/0001-25,2012-01-17,879739668.86
13.071.579/0001-25,2012-01-18,880614822.41
13.071.579/0001-25,2012-01-19,881485730.58
13.071.579/0001-25,2012-01-20,882355798.51
13.071.579/0001-25,2012-01-23,882466128.34
13.071.579/0001-25,2012-01-24,882716000.79
13.071.579/0001-25,2012-01-25,883126753.11
13.071.579/0001-25,2012-01-26,884205511.03
13.071.579/0001-25,2012-01-27,884563057.99
13.071.579/0001-25,2012-01-30,884875006.1
13.071.579/0001-25,2012-01-31,885913250.83
13.071.579/0001-25,2012-02-01,887424547.64
13.071.579/0001-25,2012-02-02,887824467.9
13.071.579/0001-25,2012-02-03,889246282.89
13.071.579/0001-25,2012-02-06,889892154.07
13.071.579/0001-25,2012-02-07,890635965
13.071.579/0001-25,2012-02-08,891112384.41
13.071.579/0001-25,2012-02-09,891158632.1
13.071.579/0001-25,2012-02-10,891393162.99
13.071.579/0001-25,2012-02-13,892163758.77
13.071.579/0001-25,2012-02-14,892881327.72
13.071.579/0001-25,2012-02-15,894128276.1
13.071.579/0001-25,2012-02-16,894480728.03
13.071.579/0001-25,2012-02-17,895534823.67
13.071.579/0001-25,2012-02-22,896352441.13
13.071.579/0001-25,2012-02-23,896579239.52
13.071.579/0001-25,2012-02-24,896680770.11
13.071.579/0001-25,2012-02-27,897050060.81
13.071.579/0001-25,2012-02-28,897879024.98
13.071.579/0001-25,2012-02-29,898492004.41
13.071.579/0001-25,2012-03-01,899635609.03
13.071.579/0001-25,2012-03-02,900636428.91
13.071.579/0001-25,2012-03-05,900556569.03
13.071.579/0001-25,2012-03-06,900279138.11
13.071.579/0001-25,2012-03-07,901137882.12
13.071.579/0001-25,2012-03-08,902416125.53
13.071.579/0001-25,2012-03-09,903452542.54
13.071.579/0001-25,2012-03-12,903011500.31
13.071.579/0001-25,2012-03-13,903960431.27
13.071.579/0001-25,2012-03-14,904611973.6
13.071.579/0001-25,2012-03-15,904780940.65
13.071.579/0001-25,2012-03-16,904929477.15
13.071.579/0001-25,2012-03-19,905410876.4
13.071.579/0001-25,2012-03-20,905625181.7
13.071.579/0001-25,2012-03-21,906312478.34
13.071.579/0001-25,2012-03-22,905951704.81
13.071.579/0001-25,2012-03-23,905881696.2
13.071.579/0001-25,2012-03-26,907265622.02
13.071.579/0001-25,2012-03-27,907732842.06
13.071.579/0001-25,2012-03-28,907268903.42
13.071.579/0001-25,2012-03-29,907567737.07
13.071.579/0001-25,2012-03-30,908015431.31
13.071.579/0001-25,2012-04-02,909709844.48
13.071.579/0001-25,2012-04-03,910153380.28
13.071.579/0001-25,2012-04-04,910045710.09
13.071.579/0001-25,2012-04-05,910541439.56
13.071.579/0001-25,2012-04-09,909651200.37
13.071.579/0001-25,2012-04-10,909448925.52
13.071.579/0001-25,2012-04-11,909614899.43
13.071.579/0001-25,2012-04-12,910697898.86
13.071.579/0001-25,2012-04-13,910816642.32
13.071.579/0001-25,2012-04-16,911091864.03
13.071.579/0001-25,2012-04-17,911927297.83
13.071.579/0001-25,2012-04-18,912418250.02
13.071.579/0001-25,2012-04-19,913356021.48
13.071.579/0001-25,2012-04-20,913648580.44
13.071.579/0001-25,2012-04-23,913870766.49
13.071.579/0001-25,2012-04-24,914496306.43
13.071.579/0001-25,2012-04-25,915376666.2
13.071.579/0001-25,2012-04-26,916163557.93
13.071.579/0001-25,2012-04-27,917013409.96
13.071.579/0001-25,2012-04-30,917445113.1
13.071.579/0001-25,2012-05-02,918698714.42
13.071.579/0001-25,2012-05-03,918700638.6
13.071.579/0001-25,2012-05-04,919638181.55
13.071.579/0001-25,2012-05-07,920772411.89
13.071.579/0001-25,2012-05-08,919945384.65
13.071.579/0001-25,2012-05-09,919476855.83
13.071.579/0001-25,2012-05-10,920761333.01
13.071.579/0001-25,2012-05-11,921376698.75
13.071.579/0001-25,2012-05-14,920700418
13.071.579/0001-25,2012-05-15,920202170.43
13.071.579/0001-25,2012-05-16,920890159.6
13.071.579/0001-25,2012-05-17,920274404.79
13.071.579/0001-25,2012-05-18,919973227.07
13.071.579/0001-25,2012-05-21,920587059.78
13.071.579/0001-25,2012-05-22,919092804.91
13.071.579/0001-25,2012-05-23,918521246.35
13.071.579/0001-25,2012-05-24,917794846.44
13.071.579/0001-25,2012-05-25,918558869.88
13.071.579/0001-25,2012-05-28,920513862.31
13.071.579/0001-25,2012-05-29,920974069.21
13.071.579/0001-25,2012-05-30,920811516.75
13.071.579/0001-25,2012-05-31,922547774.39
13.071.579/0001-25,2012-06-01,921286675.01
13.071.579/0001-25,2012-06-04,920695642.85
13.071.579/0001-25,2012-06-05,920558661.32
13.071.579/0001-25,2012-06-06,921616922.52
13.071.579/0001-25,2012-06-08,922380802.95
13.071.579/0001-25,2012-06-11,921206687.05
13.071.579/0001-25,2012-06-12,922453415.18
13.071.579/0001-25,2012-06-13,922404289.41
13.071.579/0001-25,2012-06-14,922192713.23
13.071.579/0001-25,2012-06-15,922962006.38
13.071.579/0001-25,2012-06-18,924130501.64
13.071.579/0001-25,2012-06-19,925334479.45
13.071.579/0001-25,2012-06-20,925440403.71
13.071.579/0001-25,2012-06-21,924945630.48
13.071.579/0001-25,2012-06-22,925260641.02
13.071.579/0001-25,2012-06-25,924934097.7
13.071.579/0001-25,2012-06-26,925297709.56
13.071.579/0001-25,2012-06-27,925362094.37
13.071.579/0001-25,2012-06-28,925852462.36
13.071.579/0001-25,2012-06-29,927705702.7
13.071.579/0001-25,2012-07-02,928706292.67
13.071.579/0001-25,2012-07-03,929286615.98
13.071.579/0001-25,2012-07-04,929977631.52
13.071.579/0001-25,2012-07-05,930292780.54
13.071.579/0001-25,2012-07-06,930453176.37
13.071.579/0001-25,2012-07-09,930732650.98
13.071.579/0001-25,2012-07-10,930410045.42
13.071.579/0001-25,2012-07-11,930520887.13
13.071.579/0001-25,2012-07-12,930945901.54
13.071.579/0001-25,2012-07-13,931922872.82
13.071.579/0001-25,2012-07-16,932011342.9
13.071.579/0001-25,2012-07-17,932613006.1
13.071.579/0001-25,2012-07-18,933137589.07
13.071.579/0001-25,2012-07-19,934470383.64
13.071.579/0001-25,2012-07-20,934946991.28
13.071.579/0001-25,2012-07-23,935040897.69
13.071.579/0001-25,2012-07-24,935578880.54
13.071.579/0001-25,2012-07-25,936542443.31
13.071.579/0001-25,2012-07-26,937868108.83
13.071.579/0001-25,2012-07-27,939359482.8
13.071.579/0001-25,2012-07-30,939867095.27
13.071.579/0001-25,2012-07-31,940225701.85
13.071.579/0001-25,2012-08-01,941772078.23
13.071.579/0001-25,2012-08-02,941710839.6
13.071.579/0001-25,2012-08-03,942483252.85
13.071.579/0001-25,2012-08-06,943742468.91
13.071.579/0001-25,2012-08-07,943536101.76
13.071.579/0001-25,2012-08-08,944516521.66
13.071.579/0001-25,2012-08-09,944275784.17
13.071.579/0001-25,2012-08-10,945066580.28
13.071.579/0001-25,2012-08-13,945737800.47
13.071.579/0001-25,2012-08-14,945980469.45
13.071.579/0001-25,2012-08-15,947039290.08
13.071.579/0001-25,2012-08-16,947641091.76
13.071.579/0001-25,2012-08-17,947750323.34
13.071.579/0001-25,2012-08-20,947634202.77
13.071.579/0001-25,2012-08-21,947872131.46
13.071.579/0001-25,2012-08-22,948697965.41
13.071.579/0001-25,2012-08-23,948691924.03
13.071.579/0001-25,2012-08-24,948935923.64
13.071.579/0001-25,2012-08-27,949473701.81
13.071.579/0001-25,2012-08-28,949422345.3
13.071.579/0001-25,2012-08-29,949257298.26
13.071.579/0001-25,2012-08-30,949881864.89
13.071.579/0001-25,2012-08-31,950366993.56
13.071.579/0001-25,2012-09-03,951267875.54
13.071.579/0001-25,2012-09-04,951237682.16
13.071.579/0001-25,2012-09-05,951793110.29
13.071.579/0001-25,2012-09-06,952992452.77
13.071.579/0001-25,2012-09-10,952791904.2
13.071.579/0001-25,2012-09-11,952429001.73
13.071.579/0001-25,2012-09-12,950838581.82
13.071.579/0001-25,2012-09-13,952765550.97
13.071.579/0001-25,2012-09-14,952718025.87
13.071.579/0001-25,2012-09-17,952773544.71
13.071.579/0001-25,2012-09-18,953250714.63
13.071.579/0001-25,2012-09-19,952982905.04
13.071.579/0001-25,2012-09-20,953250714.63
13.071.579/0001-25,2012-09-21,952982905.04
13.071.579/0001-25,2012-09-24,954208399.1
13.071.579/0001-25,2012-09-25,954208399.1
13.071.579/0001-25,2012-09-26,954208399.1
13.071.579/0001-25,2012-09-27,954799777.66
13.071.579/0001-25,2012-09-28,955790692.67
13.071.579/0001-25,2012-10-01,950292038.76
13.071.579/0001-25,2012-10-02,956847614.84
13.071.579/0001-25,2012-10-03,956751088.85
13.071.579/0001-25,2012-10-04,957458196.17
13.071.579/0001-25,2012-10-05,959670884.69
13.071.579/0001-25,2012-10-08,960989285.86
13.071.579/0001-25,2012-10-09,960660114.64
13.071.579/0001-25,2012-10-10,960560541.93
13.071.579/0001-25,2012-10-11,961867330.91
13.071.579/0001-25,2012-10-15,1062522979.63
13.071.579/0001-25,2012-10-16,1063550763.42
13.071.579/0001-25,2012-10-17,1065868508.1
13.071.579/0001-25,2012-10-18,1065535618.16
13.071.579/0001-25,2012-10-19,1065924338.06
13.071.579/0001-25,2012-10-22,1065924338.06
13.071.579/0001-25,2012-10-23,1065191598.04
13.071.579/0001-25,2012-10-24,1065491394.87
13.071.579/0001-25,2012-10-25,1065733749.38
13.071.579/0001-25,2012-10-26,1065792543.94
13.071.579/0001-25,2012-10-29,1066467435.41
13.071.579/0001-25,2012-10-30,1067524390.89
13.071.579/0001-25,2012-10-31,1067329869.43
13.071.579/0001-25,2012-11-01,1069305236.93
13.071.579/0001-25,2012-11-05,1069900873.81
13.071.579/0001-25,2012-11-06,1070240153.61
13.071.579/0001-25,2012-11-07,1070146956.81
13.071.579/0001-25,2012-11-08,1069621692.38
13.071.579/0001-25,2012-11-09,1068843363.71
13.071.579/0001-25,2012-11-12,1068491524.33
13.071.579/0001-25,2012-11-13,1068140651.79
13.071.579/0001-25,2012-11-14,1067477852.24
13.071.579/0001-25,2012-11-16,1068313967.13
13.071.579/0001-25,2012-11-19,1069217433.87
13.071.579/0001-25,2012-11-20,1069515338.14
13.071.579/0001-25,2012-11-21,1068838288.03
13.071.579/0001-25,2012-11-22,1069605982.55
13.071.579/0001-25,2012-11-23,1071674528.09
13.071.579/0001-25,2012-11-26,1071451542.35
13.071.579/0001-25,2012-11-27,1071132213.76
13.071.579/0001-25,2012-11-28,1072194465.54
13.071.579/0001-25,2012-11-29,1072446122.52
13.071.579/0001-25,2012-11-30,1073600962.96
13.071.579/0001-25,2012-12-03,1073768885.92
13.071.579/0001-25,2012-12-04,1074947858.19
13.071.579/0001-25,2012-12-05,1082769844.52
13.071.579/0001-25,2012-12-06,1084598356.36
13.071.579/0001-25,2012-12-07,1085323824.43
13.071.579/0001-25,2012-12-10,1084546546.44
13.071.579/0001-25,2012-12-11,1085028852.82
13.071.579/0001-25,2012-12-12,1085559898.87
13.071.579/0001-25,2012-12-13,1085490464.6
13.071.579/0001-25,2012-12-14,1085905439.91
13.071.579/0001-25,2012-12-17,1086832803.1
13.071.579/0001-25,2012-12-18,1087058386.39
13.071.579/0001-25,2012-12-19,1087967926.79
13.071.579/0001-25,2012-12-20,1088541979.84
13.071.579/0001-25,2012-12-21,1188967041.21
13.071.579/0001-25,2012-12-24,1189278209.85
13.071.579/0001-25,2012-12-26,1190059939.2
13.071.579/0001-25,2012-12-27,1190872073.65
13.071.579/0001-25,2012-12-28,1192706221.44
13.071.579/0001-25,2012-12-31,1193345488.03
13.071.579/0001-25,2013-01-02,1195296015.79
13.071.579/0001-25,2013-01-03,1196774003.37
13.071.579/0001-25,2013-01-04,1196634039.17
13.071.579/0001-25,2013-01-07,1196257022.6
13.071.579/0001-25,2013-01-08,1195424028.76
13.071.579/0001-25,2013-01-09,1196431952
13.071.579/0001-25,2013-01-10,1196419564.19
13.071.579/0001-25,2013-01-11,1197071578.81
13.071.579/0001-25,2013-01-14,1197790445.6
13.071.579/0001-25,2013-01-15,1197729210.74
13.071.579/0001-25,2013-01-16,1198514151.95
13.071.579/0001-25,2013-01-17,1199352227.62
13.071.579/0001-25,2013-01-18,1199558784.41
13.071.579/0001-25,2013-01-21,1200940704.2
13.071.579/0001-25,2013-01-22,1200942715.58
13.071.579/0001-25,2013-01-23,1201188484.57
13.071.579/0001-25,2013-01-24,1201010212.35
13.071.579/0001-25,2013-01-25,1201265536.87
13.071.579/0001-25,2013-01-28,1200762829.82
13.071.579/0001-25,2013-01-29,1201220215.54
13.071.579/0001-25,2013-01-30,1201013833.95
13.071.579/0001-25,2013-01-31,1202224736.96
13.071.579/0001-25,2013-02-01,1203332824.17
13.071.579/0001-25,2013-02-04,1203231123.72
13.071.579/0001-25,2013-02-05,1203708088.75
13.071.579/0001-25,2013-02-06,1203250889.2
13.071.579/0001-25,2013-02-07,1202698304.14
13.071.579/0001-25,2013-02-08,1203276030.64
13.071.579/0001-25,2013-02-13,1203839914.49
13.071.579/0001-25,2013-02-14,1204358309.62
13.071.579/0001-25,2013-02-15,1205089173.2
13.071.579/0001-25,2013-02-18,1204852795.5
13.071.579/0001-25,2013-02-19,1205377007.56
13.071.579/0001-25,2013-02-20,1205327415.44
13.071.579/0001-25,2013-02-21,1206077715.77
13.071.579/0001-25,2013-02-22,1206258449.26
13.071.579/0001-25,2013-02-25,1207285131.22
13.071.579/0001-25,2013-02-26,1207995082.61
13.071.579/0001-25,2013-02-27,1209087901.11
13.071.579/0001-25,2013-02-28,1210251823.63
13.071.579/0001-25,2013-03-01,1210997654.88
13.071.579/0001-25,2013-03-04,1210751492.03
13.071.579/0001-25,2013-03-05,1211075434.1
13.071.579/0001-25,2013-03-06,1211993318.77
13.071.579/0001-25,2013-03-07,1211505993.56
13.071.579/0001-25,2013-03-08,1212469180.11
13.071.579/0001-25,2013-03-11,1212355789.76
13.071.579/0001-25,2013-03-12,1211896470.39
13.071.579/0001-25,2013-03-13,1210588270.4
13.071.579/0001-25,2013-03-14,1210513459.67
13.071.579/0001-25,2013-03-15,1210046904.73
13.071.579/0001-25,2013-03-18,1210670026.02
13.071.579/0001-25,2013-03-19,1210326908.92
13.071.579/0001-25,2013-03-20,1210022019.89
13.071.579/0001-25,2013-03-21,1208956248.03
13.071.579/0001-25,2013-03-22,1208797978.66
13.071.579/0001-25,2013-03-25,1209325503.09
13.071.579/0001-25,2013-03-26,1210111948.3
13.071.579/0001-25,2013-03-27,1211527819.69
13.071.579/0001-25,2013-03-28,1211647044.91
13.071.579/0001-25,2013-04-01,1210608294.46
13.071.579/0001-25,2013-04-02,1210931686.45
13.071.579/0001-25,2013-04-03,1209587420.98
13.071.579/0001-25,2013-04-04,1209692800.39
13.071.579/0001-25,2013-04-05,1211431234.79
13.071.579/0001-25,2013-04-08,1211240167.02
13.071.579/0001-25,2013-04-09,1211968000.03
13.071.579/0001-25,2013-04-10,1213881145.94
13.071.579/0001-25,2013-04-11,1213153178.51
13.071.579/0001-25,2013-04-12,1212012683.97
13.071.579/0001-25,2013-04-15,1209585167.81
13.071.579/0001-25,2013-04-16,1211402334.72
13.071.579/0001-25,2013-04-17,1211134865.01
13.071.579/0001-25,2013-04-18,1213956270.86
13.071.579/0001-25,2013-04-19,1216044622.33
13.071.579/0001-25,2013-04-22,1216525304.54
13.071.579/0001-25,2013-04-23,1217344916.91
13.071.579/0001-25,2013-04-24,1217346681.34
13.071.579/0001-25,2013-04-25,1217647781.15
13.071.579/0001-25,2013-04-26,1217768433.17
13.071.579/0001-25,2013-04-29,1218105107.21
13.071.579/0001-25,2013-04-30,1220437892.49
13.071.579/0001-25,2013-05-02,1215895724.89
13.071.579/0001-25,2013-05-03,1222131016.61
13.071.579/0001-25,2013-05-06,1222222242.46
13.071.579/0001-25,2013-05-07,1223164147.7
13.071.579/0001-25,2013-05-08,1223463855.13
13.071.579/0001-25,2013-05-09,1223483140.2
13.071.579/0001-25,2013-05-10,1224031198.88
13.071.579/0001-25,2013-05-13,1223363336.1
13.071.579/0001-25,2013-05-14,1222881170.39
13.071.579/0001-25,2013-05-15,1223461332.24
13.071.579/0001-25,2013-05-16,1223430402.5
13.071.579/0001-25,2013-05-17,1224284799.14
13.071.579/0001-25,2013-05-20,1223991270.55
13.071.579/0001-25,2013-05-21,1224547232.39
13.071.579/0001-25,2013-05-22,1225642946.3
13.071.579/0001-25,2013-05-23,1173912087.44
13.071.579/0001-25,2013-05-24,1173577808.52
13.071.579/0001-25,2013-05-27,1173825667.33
13.071.579/0001-25,2013-05-28,1174052289.28
13.071.579/0001-25,2013-05-29,1174049267.46
13.071.579/0001-25,2013-05-31,1171831247.63
13.071.579/0001-25,2013-06-03,1170924103.83
13.071.579/0001-25,2013-06-04,1172403749.53
13.071.579/0001-25,2013-06-05,1170949033.28
13.071.579/0001-25,2013-06-06,1170576189.93
13.071.579/0001-25,2013-06-07,1169232287.04
13.071.579/0001-25,2013-06-10,1165621638.45
13.071.579/0001-25,2013-06-11,1163681776.79
13.071.579/0001-25,2013-06-12,1162710527.32
13.071.579/0001-25,2013-06-13,1166807627.5
13.071.579/0001-25,2013-06-14,1165433268.67
13.071.579/0001-25,2013-06-17,1165166006.91
13.071.579/0001-25,2013-06-18,1162638717.29
13.071.579/0001-25,2013-06-19,1157949487.97
13.071.579/0001-25,2013-06-20,1160758148.36
13.071.579/0001-25,2013-06-21,1160867379.01
13.071.579/0001-25,2013-06-24,1159368134.18
13.071.579/0001-25,2013-06-25,1161673139.5
13.071.579/0001-25,2013-06-26,1163338746.87
13.071.579/0001-25,2013-06-27,1165783345.43
13.071.579/0001-25,2013-06-28,1164155299.53
13.071.579/0001-25,2013-07-01,1164956661.37
13.071.579/0001-25,2013-07-02,1162182504.22
