CNPJ_FUNDO,DT_COMPTC,VL_PATRIM_LIQ
13.071.579/0001-25,2017-03-01,3870065043.76
13.071.579/0001-25,2017-03-02,3876468411.85
13.071.579/0001-25,2017-03-03,3881197347.35
13.071.579/0001-25,2017-03-06,3880625995.18
13.071.579/0001-25,2017-03-07,3878370169.74
13.071.579/0001-25,2017-03-08,3884554764.36
13.071.579/0001-25,2017-03-09,3887707896.83
13.071.579/0001-25,2017-03-10,3886447168.29
13.071.579/0001-25,2017-03-13,3891147125.75
13.071.579/0001-25,2017-03-14,3890949322.76
13.071.579/0001-25,2017-03-15,3888834186.5
13.071.579/0001-25,2017-03-16,3890001498.65
13.071.579/0001-25,2017-03-17,3886575858.16
13.071.579/0001-25,2017-03-20,3879960261.74
13.071.579/0001-25,2017-03-21,3880670631.52
13.071.579/0001-25,2017-03-22,3883347172.05
13.071.579/0001-25,2017-03-23,3894454214.41
13.071.579/0001-25,2017-03-24,3895572020.99
13.071.579/0001-25,2017-03-27,3904280377.51
13.071.579/0001-25,2017-03-28,3906831589.87
13.071.579/0001-25,2017-03-29,3907021514.54
13.071.579/0001-25,2017-03-30,3909009660.06
13.071.579/0001-25,2017-03-31,3912590248.79
15.740.377/0001-54,2017-03-01,579007007.76
15.740.377/0001-54,2017-03-02,635651677.35
15.740.377/0001-54,2017-03-03,644382825.53
15.740.377/0001-54,2017-03-06,638611071.97
15.740.377/0001-54,2017-03-07,641133815.15
15.740.377/0001-54,2017-03-08,643890284.77
15.740.377/0001-54,2017-03-09,641660614.31
15.740.377/0001-54,2017-03-10,645089787.03
15.740.377/0001-54,2017-03-13,642534348.07
15.740.377/0001-54,2017-03-14,638891305.5
15.740.377/0001-54,2017-03-15,652381898.37
15.740.377/0001-54,2017-03-16,639500750.07
15.740.377/0001-54,2017-03-17,642623754.94
15.740.377/0001-54,2017-03-20,645781972.52
15.740.377/0001-54,2017-03-21,641138944.49
15.740.377/0001-54,2017-03-22,638608047.7
15.740.377/0001-54,2017-03-23,644158708
15.740.377/0001-54,2017-03-24,629657734.72
15.740.377/0001-54,2017-03-27,628995445.31
15.740.377/0001-54,2017-03-28,626808147.46
15.740.377/0001-54,2017-03-29,637912448.94
15.740.377/0001-54,2017-03-30,644132460.47
15.740.377/0001-54,2017-03-31,653543780.15
17.080.119/0001-14,2017-03-01,381574283.54
17.080.119/0001-14,2017-03-02,381521586.94
17.080.119/0001-14,2017-03-03,387048876.18
17.080.119/0001-14,2017-03-06,386081645.57
17.080.119/0001-14,2017-03-07,387093970.66
17.080.119/0001-14,2017-03-08,388027827.16
17.080.119/0001-14,2017-03-09,388568995.74
17.080.119/0001-14,2017-03-10,393624226.13
17.080.119/0001-14,2017-03-13,396204378.03
17.080.119/0001-14,2017-03-14,394254797.53
17.080.119/0001-14,2017-03-15,396514416.55
17.080.119/0001-14,2017-03-16,397459139.14
17.080.119/0001-14,2017-03-17,399286790.86
17.080.119/0001-14,2017-03-20,397831821.18
17.080.119/0001-14,2017-03-21,399375691.06
17.080.119/0001-14,2017-03-22,398495880.21
17.080.119/0001-14,2017-03-23,399574786.51
17.080.119/0001-14,2017-03-24,405720249.18
17.080.119/0001-14,2017-03-27,407286332.3
17.080.119/0001-14,2017-03-28,407549572.97
17.080.119/0001-14,2017-03-29,410521765.12
17.080.119/0001-14,2017-03-30,410179494.16
17.080.119/0001-14,2017-03-31,412380202.89
22.215.116/0001-80,2017-03-01,1821135258.38
22.215.116/0001-80,2017-03-02,1822886838.11
22.215.116/0001-80,2017-03-03,1832428979.92
22.215.116/0001-80,2017-03-06,1831762660.35
22.215.116/0001-80,2017-03-07,1830462623.34
22.215.116/0001-80,2017-03-08,1834028696.45
22.215.116/0001-80,2017-03-09,1836287581.04
22.215.116/0001-80,2017-03-10,1836430700.49
22.215.116/0001-80,2017-03-13,1838125948.94
22.215.116/0001-80,2017-03-14,1836970530.55
22.215.116/0001-80,2017-03-15,1833134107.47
22.215.116/0001-80,2017-03-16,1834118759.74
22.215.116/0001-80,2017-03-17,1836551638.06
22.215.116/0001-80,2017-03-20,1832077466.33
22.215.116/0001-80,2017-03-21,1836462968.46
22.215.116/0001-80,2017-03-22,1832320233.93
22.215.116/0001-80,2017-03-23,1832884524.61
22.215.116/0001-80,2017-03-24,1836639132.41
22.215.116/0001-80,2017-03-27,1834979503.18
22.215.116/0001-80,2017-03-28,1837224380.36
22.215.116/0001-80,2017-03-29,1837844775.36
22.215.116/0001-80,2017-03-30,1836950452.88
22.215.116/0001-80,2017-03-31,1835335317.8
08.971.898/0001-57,2017-04-03,2471025912.69
08.971.898/0001-57,2017-04-04,2483223519.14
08.971.898/0001-57,2017-04-05,2487327204.61
08.971.898/0001-57,2017-04-06,2484108388.52
08.971.898/0001-57,2017-04-07,2491285568.79
08.971.898/0001-57,2017-04-10,2502040634.32
08.971.898/0001-57,2017-04-11,2507432568.5
08.971.898/0001-57,2017-04-12,2507468921.19
08.971.898/0001-57,2017-04-13,2501984834.91
08.971.898/0001-57,2017-04-17,2510678828.78
08.971.898/0001-57,2017-04-18,2525293357.13
08.971.898/0001-57,2017-04-19,2533129293.9
08.971.898/0001-57,2017-04-20,2539878849.03
08.971.898/0001-57,2017-04-24,2548292787.55
08.971.898/0001-57,2017-04-25,2550463715.74
08.971.898/0001-57,2017-04-26,2551802328.47
08.971.898/0001-57,2017-04-27,2553426933.79
08.971.898/0001-57,2017-04-28,2566151411.8
09.120.756/0001-49,2017-04-03,584326791.69
09.120.756/0001-49,2017-04-04,586509334.41
09.120.756/0001-49,2017-04-05,587183167.49
09.120.756/0001-49,2017-04-06,579545069.66
09.120.756/0001-49,2017-04-07,582295176.46
09.120.756/0001-49,2017-04-10,589754157.45
09.120.756/0001-49,2017-04-11,590954686.04
09.120.756/0001-49,2017-04-12,588143948.86
09.120.756/0001-49,2017-04-13,585215550.77
09.120.756/0001-49,2017-04-17,585655357.38
09.120.756/0001-49,2017-04-18,590848863.65
09.120.756/0001-49,2017-04-19,589886047.12
09.120.756/0001-49,2017-04-20,589707783.58
09.120.756/0001-49,2017-04-24,589758834.09
09.120.756/0001-49,2017-04-25,589709105.49
09.120.756/0001-49,2017-04-26,589993172.55
09.120.756/0001-49,2017-04-27,589803173.62
09.120.756/0001-49,2017-04-28,589803173.62
11.233.045/0001-22,2017-04-03,5880521153.98
11.233.045/0001-22,2017-04-04,5143037911.94
11.233.045/0001-22,2017-04-05,5123976379.5
11.233.045/0001-22,2017-04-06,5212366703.59
11.233.045/0001-22,2017-04-07,5254691618.57
11.233.045/0001-22,2017-04-10,5221311245.84
11.233.045/0001-22,2017-04-11,5228389258.11
11.233.045/0001-22,2017-04-12,5261783449.19
11.233.045/0001-22,2017-04-13,5206305108.18
11.233.045/0001-22,2017-04-17,5080519698.93
11.233.045/0001-22,2017-04-18,5124169513.02
11.233.045/0001-22,2017-04-19,5232175844.82
11.233.045/0001-22,2017-04-20,5247965768.5
11.233.045/0001-22,2017-04-24,5205408963.64
11.233.045/0001-22,2017-04-25,5292652770.38
11.233.045/0001-22,2017-04-26,5385324877.98
11.233.045/0001-22,2017-04-27,5377976343.03
11.233.045/0001-22,2017-04-28,5368624193.66
11.248.347/0001-74,2017-04-03,5962091582.86
11.248.347/0001-74,2017-04-04,5961417368.78
11.248.347/0001-74,2017-04-05,5963200142.79
11.248.347/0001-74,2017-04-06,5947145939.66
11.248.347/0001-74,2017-04-07,5948562749.92
11.248.347/0001-74,2017-04-10,5958873847.57
11.248.347/0001-74,2017-04-11,5950495391.11
11.248.347/0001-74,2017-04-12,5930378418.89
11.248.347/0001-74,2017-04-13,5889626148.84
11.248.347/0001-74,2017-04-17,5889488084.13
11.248.347/0001-74,2017-04-18,5893332962.7
11.248.347/0001-74,2017-04-19,5883485465.28
11.248.347/0001-74,2017-04-20,5890394222.76
11.248.347/0001-74,2017-04-24,5887906089.78
11.248.347/0001-74,2017-04-25,5878264373.23
11.248.347/0001-74,2017-04-26,5871075636.48
11.248.347/0001-74,2017-04-27,5860306680.12
11.248.347/0001-74,2017-04-28,5828398696.29
12.083.748/0001-84,2017-04-03,2558100483.72
12.083.748/0001-84,2017-04-04,2598919466.01
12.083.748/0001-84,2017-04-05,2654630082.03
12.083.748/0001-84,2017-04-06,2639800835.33
12.083.748/0001-84,2017-04-07,2667324466.21
12.083.748/0001-84,2017-04-10,2670874885.88
12.083.748/0001-84,2017-04-11,2698114895.76
12.083.748/0001-84,2017-04-12,2678745694.08
12.083.748/0001-84,2017-04-13,2670466356.29
12.083.748/0001-84,2017-04-17,2693767343.22
12.083.748/0001-84,2017-04-18,2685439119.62
12.083.748/0001-84,2017-04-19,2679145767.53
12.083.748/0001-84,2017-04-20,2681510972.36
12.083.748/0001-84,2017-04-24,2688335610.3
12.083.748/0001-84,2017-04-25,2677803736.78
12.083.748/0001-84,2017-04-26,2671489377.08
12.083.748/0001-84,2017-04-27,2659797597.16
12.083.748/0001-84,2017-04-28,2680155151.62
12.665.456/0001-50,2017-04-03,930129393.17
12.665.456/0001-50,2017-04-04,932456874.53
12.665.456/0001-50,2017-04-05,932180672.98
12.665.456/0001-50,2017-04-06,935493091.61
12.665.456/0001-50,2017-04-07,968730001.18
12.665.456/0001-50,2017-04-10,963722447.23
12.665.456/0001-50,2017-04-11,964037648.97
12.665.456/0001-50,2017-04-12,983089234.19
12.665.456/0001-50,2017-04-13,982635248.03
12.665.456/0001-50,2017-04-17,982637885.94
12.665.456/0001-50,2017-04-18,988088534.58
12.665.456/0001-50,2017-04-19,989139785.94
12.665.456/0001-50,2017-04-20,989291874.04
12.665.456/0001-50,2017-04-24,992449363.67
12.665.456/0001-50,2017-04-25,990807590.21
12.665.456/0001-50,2017-04-26,991534761.23
12.665.456/0001-50,2017-04-27,992333108.21
12.665.456/0001-50,2017-04-28,995331328.92
13.071.579/0001-25,2017-04-03,3912974099.74
13.071.579/0001-25,2017-04-04,3913966405.7
13.071.579/0001-25,2017-04-05,3910536197.18
13.071.579/0001-25,2017-04-06,3915419961.85
13.071.579/0001-25,2017-04-07,3922464199.3
13.071.579/0001-25,2017-04-10,3923201991.25
13.071.579/0001-25,2017-04-11,3923940551.65
13.071.579/0001-25,2017-04-12,3926236138.03
13.071.579/0001-25,2017-04-13,3920118440.54
13.071.579/0001-25,2017-04-17,3919495121.42
13.071.579/0001-25,2017-04-18,3923401332.04
13.071.579/0001-25,2017-04-19,3927373759.1
13.071.579/0001-25,2017-04-20,3932362823.33
13.071.579/0001-25,2017-04-24,3930680013.65
13.071.579/0001-25,2017-04-25,3933694439.49
13.071.579/0001-25,2017-04-26,3939124712.81
13.071.579/0001-25,2017-04-27,3937998057.25
13.071.579/0001-25,2017-04-28,3943008644.86
15.740.377/0001-54,2017-04-03,660257247.74
15.740.377/0001-54,2017-04-04,662595129.16
15.740.377/0001-54,2017-04-05,652608796.97
15.740.377/0001-54,2017-04-06,627994735.9
15.740.377/0001-54,2017-04-07,640105798.86
15.740.377/0001-54,2017-04-10,654887594.47
15.740.377/0001-54,2017-04-11,645447286.66
15.740.377/0001-54,2017-04-12,642221032.72
15.740.377/0001-54,2017-04-13,632316297.84
15.740.377/0001-54,2017-04-17,634801275.67
15.740.377/0001-54,2017-04-18,646126709.06
15.740.377/0001-54,2017-04-19,739809159.19
15.740.377/0001-54,2017-04-20,745414600.05
15.740.377/0001-54,2017-04-24,745389118.58
15.740.377/0001-54,2017-04-25,747839927.38
15.740.377/0001-54,2017-04-26,747482171.51
15.740.377/0001-54,2017-04-27,747000455.97
15.740.377/0001-54,2017-04-28,752847964.63
17.080.119/0001-14,2017-04-03,412220949.41
17.080.119/0001-14,2017-04-04,414968213.3
17.080.119/0001-14,2017-04-05,416779310.97
17.080.119/0001-14,2017-04-06,415216675.25
17.080.119/0001-14,2017-04-07,418990957.16
17.080.119/0001-14,2017-04-10,422133645.61
17.080.119/0001-14,2017-04-11,420527075.53
17.080.119/0001-14,2017-04-12,420614184
17.080.119/0001-14,2017-04-13,424098431.12
17.080.119/0001-14,2017-04-17,425274483.51
17.080.119/0001-14,2017-04-18,429353511.17
17.080.119/0001-14,2017-04-19,431040227.46
17.080.119/0001-14,2017-04-20,457451067.7
17.080.119/0001-14,2017-04-24,460209453.09
17.080.119/0001-14,2017-04-25,459511685.99
17.080.119/0001-14,2017-04-26,460252731.27
17.080.119/0001-14,2017-04-27,459924662.58
17.080.119/0001-14,2017-04-28,463323017.03
22.215.116/0001-80,2017-04-03,1835551791.05
22.215.116/0001-80,2017-04-04,1836993409.82
22.215.116/0001-80,2017-04-05,1837236932.83
22.215.116/0001-80,2017-04-06,1837110105.16
22.215.116/0001-80,2017-04-07,1841732296.04
22.215.116/0001-80,2017-04-10,1845361983.7
22.215.116/0001-80,2017-04-11,1844242281.99
22.215.116/0001-80,2017-04-12,1842980647.67
22.215.116/0001-80,2017-04-13,1838242806.37
22.215.116/0001-80,2017-04-17,1837860771.12
22.215.116/0001-80,2017-04-18,1843688217.42
22.215.116/0001-80,2017-04-19,1846479210.41
22.215.116/0001-80,2017-04-20,1846504860.38
22.215.116/0001-80,2017-04-24,1841740238.78
22.215.116/0001-80,2017-04-25,1836056643.71
22.215.116/0001-80,2017-04-26,1838755318.97
22.215.116/0001-80,2017-04-27,1841470191.81
22.215.116/0001-80,2017-04-28,1842658843.08
08.971.898/0001-57,2017-05-02,2579526152.08
08.971.898/0001-57,2017-05-03,2587756570.07
08.971.898/0001-57,2017-05-04,2594506074.17
08.971.898/0001-57,2017-05-05,2605448306.72
08.971.898/0001-57,2017-05-08,2609766780.09
08.971.898/0001-57,2017-05-09,2624140286.93
08.971.898/0001-57,2017-05-10,2632584644.12
08.971.898/0001-57,2017-05-11,2640063392.81
08.971.898/0001-57,2017-05-12,2647849065.05
08.971.898/0001-57,2017-05-15,2657806766.48
08.971.898/0001-57,2017-05-16,2673940487.97
08.971.898/0001-57,2017-05-17,2666519445.05
08.971.898/0001-57,2017-05-18,2556001727.44
08.971.898/0001-57,2017-05-19,2575244308.83
08.971.898/0001-57,2017-05-22,2567434100.59
08.971.898/0001-57,2017-05-23,2586518436.66
08.971.898/0001-57,2017-05-24,2596021724.21
08.971.898/0001-57,2017-05-25,2596748151.06
08.971.898/0001-57,2017-05-26,2601514367.31
08.971.898/0001-57,2017-05-29,2605602720.12
08.971.898/0001-57,2017-05-30,2604948118.24
08.971.898/0001-57,2017-05-31,2607072551.99
09.120.756/0001-49,2017-05-02,589967076.1
09.120.756/0001-49,2017-05-03,590252491.92
09.120.756/0001-49,2017-05-04,590294251.89
09.120.756/0001-49,2017-05-05,590304218.44
09.120.756/0001-49,2017-05-08,590341012.85
09.120.756/0001-49,2017-05-09,590677442.4
09.120.756/0001-49,2017-05-10,589691501.56
09.120.756/0001-49,2017-05-11,590323746.11
09.120.756/0001-49,2017-05-12,590430436.35
09.120.756/0001-49,2017-05-15,590282525.14
09.120.756/0001-49,2017-05-16,590433521.33
09.120.756/0001-49,2017-05-17,590384862.69
09.120.756/0001-49,2017-05-18,590579408.81
09.120.756/0001-49,2017-05-19,591247904.86
09.120.756/0001-49,2017-05-22,590517742.68
09.120.756/0001-49,2017-05-23,591020273.78
09.120.756/0001-49,2017-05-24,591172723.58
09.120.756/0001-49,2017-05-25,591332628.74
09.120.756/0001-49,2017-05-26,591625746.11
09.120.756/0001-49,2017-05-29,660184257.9
09.120.756/0001-49,2017-05-30,660424746.84
09.120.756/0001-49,2017-05-31,658856275.62
11.233.045/0001-22,2017-05-02,5368624193.66
11.233.045/0001-22,2017-05-03,5334109153.52
11.233.045/0001-22,2017-05-04,5430923913.25
11.233.045/0001-22,2017-05-05,5430923913.25
11.233.045/0001-22,2017-05-08,5414508127.11
11.233.045/0001-22,2017-05-09,5457126958.38
11.233.045/0001-22,2017-05-10,5384428809.24
11.233.045/0001-22,2017-05-11,5350856053.42
11.233.045/0001-22,2017-05-12,5273593634.93
11.233.045/0001-22,2017-05-15,5225776803.25
11.233.045/0001-22,2017-05-16,5198491123.92
11.233.045/0001-22,2017-05-17,5307039075.21
11.233.045/0001-22,2017-05-18,5946571401.38
11.233.045/0001-22,2017-05-19,5625498593.24
11.233.045/0001-22,2017-05-22,5799914324.52
11.233.045/0001-22,2017-05-23,5732273282.54
11.233.045/0001-22,2017-05-24,5771717993.09
11.233.045/0001-22,2017-05-25,5774838776.69
11.233.045/0001-22,2017-05-26,5724712781.72
11.233.045/0001-22,2017-05-29,5758216328.71
11.233.045/0001-22,2017-05-30,5701097394.99
11.233.045/0001-22,2017-05-31,5634085917.14
11.248.347/0001-74,2017-05-02,5835718979.94
11.248.347/0001-74,2017-05-03,5836916420.23
11.248.347/0001-74,2017-05-04,5833654983.85
11.248.347/0001-74,2017-05-05,5835182091.26
11.248.347/0001-74,2017-05-08,5833387542.74
11.248.347/0001-74,2017-05-09,5840025939.1
11.248.347/0001-74,2017-05-10,5843071025.47
11.248.347/0001-74,2017-05-11,5856909288.33
11.248.347/0001-74,2017-05-12,5838727604.57
11.248.347/0001-74,2017-05-15,5849973509.91
11.248.347/0001-74,2017-05-16,5879741793.72
11.248.347/0001-74,2017-05-17,5883089143.18
11.248.347/0001-74,2017-05-18,5613038150.91
11.248.347/0001-74,2017-05-19,5661391338.9
11.248.347/0001-74,2017-05-22,5675513330.94
11.248.347/0001-74,2017-05-23,5690791747.24
11.248.347/0001-74,2017-05-24,5707897599.25
11.248.347/0001-74,2017-05-25,5712451640.54
11.248.347/0001-74,2017-05-26,5719636522.81
11.248.347/0001-74,2017-05-29,5730883506.15
11.248.347/0001-74,2017-05-30,5714358100.86
11.248.347/0001-74,2017-05-31,5686774267.34
12.083.748/0001-84,2017-05-02,2698334584.24
12.083.748/0001-84,2017-05-03,2696047802.18
12.083.748/0001-84,2017-05-04,2669401057.15
12.083.748/0001-84,2017-05-05,2691548144.99
12.083.748/0001-84,2017-05-08,2712157353.68
12.083.748/0001-84,2017-05-09,2720774139.5
12.083.748/0001-84,2017-05-10,2748699609.34
12.083.748/0001-84,2017-05-11,2774044892.42
12.083.748/0001-84,2017-05-12,2779459202.91
12.083.748/0001-84,2017-05-15,2811610325.95
12.083.748/0001-84,2017-05-16,2843596349.75
12.083.748/0001-84,2017-05-17,2830070362.51
12.083.748/0001-84,2017-05-18,2542873467.38
12.083.748/0001-84,2017-05-19,2665866213.98
12.083.748/0001-84,2017-05-22,2626043347.32
12.083.748/0001-84,2017-05-23,2655086713.44
12.083.748/0001-84,2017-05-24,2689560225.16
12.083.748/0001-84,2017-05-25,2670118436.16
12.083.748/0001-84,2017-05-26,2688165843.37
12.083.748/0001-84,2017-05-29,2693095504.4
12.083.748/0001-84,2017-05-30,2665320420.42
12.083.748/0001-84,2017-05-31,2670557606.27
12.665.456/0001-50,2017-05-02,994364169.7
12.665.456/0001-50,2017-05-03,1016864392.81
12.665.456/0001-50,2017-05-04,1016204073.27
12.665.456/0001-50,2017-05-05,1017088696.11
12.665.456/0001-50,2017-05-08,1019893681.64
12.665.456/0001-50,2017-05-09,1025685743.92
12.665.456/0001-50,2017-05-10,1025092025.98
12.665.456/0001-50,2017-05-11,1028206160.24
12.665.456/0001-50,2017-05-12,1038849987.01
12.665.456/0001-50,2017-05-15,1075218542.19
12.665.456/0001-50,2017-05-16,1088475001.97
12.665.456/0001-50,2017-05-17,1089132213.82
12.665.456/0001-50,2017-05-18,1071662727.76
12.665.456/0001-50,2017-05-19,1081927740.15
12.665.456/0001-50,2017-05-22,1078580382.15
12.665.456/0001-50,2017-05-23,1086812963.93
12.665.456/0001-50,2017-05-24,1087251558.46
12.665.456/0001-50,2017-05-25,1087468165.89
12.665.456/0001-50,2017-05-26,1091616549.37
12.665.456/0001-50,2017-05-29,1090909153.92
12.665.456/0001-50,2017-05-30,1090752858.84
12.665.456/0001-50,2017-05-31,1088712545.8
13.071.579/0001-25,2017-05-02,3944622474.6
13.071.579/0001-25,2017-05-03,3945686219.05
13.071.579/0001-25,2017-05-04,3950215525.26
13.071.579/0001-25,2017-05-05,3952935426.36
13.071.579/0001-25,2017-05-08,3956655647.2
13.071.579/0001-25,2017-05-09,3960505397.69
13.071.579/0001-25,2017-05-10,3962972227.71
13.071.579/0001-25,2017-05-11,3965644367.53
13.071.579/0001-25,2017-05-12,3980406199.8
13.071.579/0001-25,2017-05-15,3980093627.78
13.071.579/0001-25,2017-05-16,3985360629.02
13.071.579/0001-25,2017-05-17,3986447842.14
13.071.579/0001-25,2017-05-18,3958204469.69
13.071.579/0001-25,2017-05-19,3961896669.34
13.071.579/0001-25,2017-05-22,3956083055.34
13.071.579/0001-25,2017-05-23,3970181128.39
13.071.579/0001-25,2017-05-24,3977739827.72
13.071.579/0001-25,2017-05-25,3984993743.01
13.071.579/0001-25,2017-05-26,3985503602.05
13.071.579/0001-25,2017-05-29,3990583756.64
13.071.579/0001-25,2017-05-30,3987468435.62
13.071.579/0001-25,2017-05-31,3984080169.72
15.740.377/0001-54,2017-05-02,753373009.44
15.740.377/0001-54,2017-05-03,748287690.86
15.740.377/0001-54,2017-05-04,754908667.94
15.740.377/0001-54,2017-05-05,751291588.66
15.740.377/0001-54,2017-05-08,752707526.64
15.740.377/0001-54,2017-05-09,749798512.35
15.740.377/0001-54,2017-05-10,743237965.58
15.740.377/0001-54,2017-05-11,752539812.13
15.740.377/0001-54,2017-05-12,932430674.6
15.740.377/0001-54,2017-05-15,933182338.67
15.740.377/0001-54,2017-05-16,921914460.48
15.740.377/0001-54,2017-05-17,918604657.38
15.740.377/0001-54,2017-05-18,816630508.01
15.740.377/0001-54,2017-05-19,931377993.05
15.740.377/0001-54,2017-05-22,923978312.47
15.740.377/0001-54,2017-05-23,923472260.56
15.740.377/0001-54,2017-05-24,955449208.83
15.740.377/0001-54,2017-05-25,959198115.83
15.740.377/0001-54,2017-05-26,926953939.13
15.740.377/0001-54,2017-05-29,939624045.2
15.740.377/0001-54,2017-05-30,1334643565.22
15.740.377/0001-54,2017-05-31,1335739936.14
17.080.119/0001-14,2017-05-02,465591378.73
17.080.119/0001-14,2017-05-03,466488481.15
17.080.119/0001-14,2017-05-04,468217934.25
17.080.119/0001-14,2017-05-05,467857622.79
17.080.119/0001-14,2017-05-08,469183769.79
17.080.119/0001-14,2017-05-09,472184305.22
17.080.119/0001-14,2017-05-10,475808296.5
17.080.119/0001-14,2017-05-11,484391544.42
17.080.119/0001-14,2017-05-12,486474694.88
17.080.119/0001-14,2017-05-15,493472640.4
17.080.119/0001-14,2017-05-16,500991454.02
17.080.119/0001-14,2017-05-17,502710159.11
17.080.119/0001-14,2017-05-18,459390908.29
17.080.119/0001-14,2017-05-19,470629993.01
17.080.119/0001-14,2017-05-22,472248083.22
17.080.119/0001-14,2017-05-23,481781034.94
17.080.119/0001-14,2017-05-24,486718814.85
17.080.119/0001-14,2017-05-25,487307714.47
17.080.119/0001-14,2017-05-26,491440182.95
17.080.119/0001-14,2017-05-29,492920082.9
17.080.119/0001-14,2017-05-30,489837305.32
17.080.119/0001-14,2017-05-31,502520468.49
22.215.116/0001-80,2017-05-02,1843051475.61
22.215.116/0001-80,2017-05-03,1845047789.07
22.215.116/0001-80,2017-05-04,1845769998.91
22.215.116/0001-80,2017-05-05,1847806883.01
22.215.116/0001-80,2017-05-08,1848393220.59
22.215.116/0001-80,2017-05-09,1851167993.27
22.215.116/0001-80,2017-05-10,1851324575.69
22.215.116/0001-80,2017-05-11,1853282762.04
22.215.116/0001-80,2017-05-12,1852629169.72
22.215.116/0001-80,2017-05-15,1854594152.06
22.215.116/0001-80,2017-05-16,1858254511.18
22.215.116/0001-80,2017-05-17,1855332864.35
22.215.116/0001-80,2017-05-18,1803486077.37
22.215.116/0001-80,2017-05-19,1819177766.35
22.215.116/0001-80,2017-05-22,1815609045.86
22.215.116/0001-80,2017-05-23,1824997681.78
22.215.116/0001-80,2017-05-24,1829531382.63
22.215.116/0001-80,2017-05-25,1826277303.57
22.215.116/0001-80,2017-05-26,1826886779.6
22.215.116/0001-80,2017-05-29,1829973624.87
22.215.116/0001-80,2017-05-30,1826770035.22
22.215.116/0001-80,2017-05-31,1825560231.53
08.971.898/0001-57,2017-06-01,2599947362.94
08.971.898/0001-57,2017-06-02,2610204601.94
08.971.898/0001-57,2017-06-05,2596200422.31
08.971.898/0001-57,2017-06-06,2600106451.08
08.971.898/0001-57,2017-06-07,2601908476.79
08.971.898/0001-57,2017-06-08,2603408185.93
08.971.898/0001-57,2017-06-09,2606583350.59
08.971.898/0001-57,2017-06-12,2605409725.51
08.971.898/0001-57,2017-06-13,2610068671.27
08.971.898/0001-57,2017-06-14,2610781689.94
08.971.898/0001-57,2017-06-16,2621230430.52
08.971.898/0001-57,2017-06-19,2629529454.84
08.971.898/0001-57,2017-06-20,2620991989.82
08.971.898/0001-57,2017-06-21,2620475966.03
08.971.898/0001-57,2017-06-22,2618700407.31
08.971.898/0001-57,2017-06-23,2620525674.74
08.971.898/0001-57,2017-06-26,2621859635.56
08.971.898/0001-57,2017-06-27,2621748803.55
08.971.898/0001-57,2017-06-28,2627846907.33
08.971.898/0001-57,2017-06-29,2624983393.16
08.971.898/0001-57,2017-06-30,2628465407.16
09.120.756/0001-49,2017-06-01,659028111.99
09.120.756/0001-49,2017-06-02,658957405.15
09.120.756/0001-49,2017-06-05,659345503.69
09.120.756/0001-49,2017-06-06,659329730.56
09.120.756/0001-49,2017-06-07,659425195.78
09.120.756/0001-49,2017-06-08,659655039.01
09.120.756/0001-49,2017-06-09,659749576.81
09.120.756/0001-49,2017-06-12,660260829.81
09.120.756/0001-49,2017-06-13,659663633.04
09.120.756/0001-49,2017-06-14,659479183.08
09.120.756/0001-49,2017-06-16,659707757.08
09.120.756/0001-49,2017-06-19,659766967.03
09.120.756/0001-49,2017-06-20,660018725.29
09.120.756/0001-49,2017-06-21,660434175.97
09.120.756/0001-49,2017-06-22,660613445.47
09.120.756/0001-49,2017-06-23,660788740.62
09.120.756/0001-49,2017-06-26,661001246.5
09.120.756/0001-49,2017-06-27,661127235.88
09.120.756/0001-49,2017-06-28,661055381.57
09.120.756/0001-49,2017-06-29,661279961.85
09.120.756/0001-49,2017-06-30,661427674.17
11.233.045/0001-22,2017-06-01,5672901049.33
11.233.045/0001-22,2017-06-02,5662803221.2
11.233.045/0001-22,2017-06-05,5662803221.2
11.233.045/0001-22,2017-06-06,5682607427.52
11.233.045/0001-22,2017-06-07,5710608642.55
11.233.045/0001-22,2017-06-08,5672212535.1
11.233.045/0001-22,2017-06-09,5719349093.38
11.233.045/0001-22,2017-06-12,5771162519.05
11.233.045/0001-22,2017-06-13,5758803680.04
11.233.045/0001-22,2017-06-14,5649081285.6
11.233.045/0001-22,2017-06-16,5691773960.94
11.233.045/0001-22,2017-06-19,5703297836.17
11.233.045/0001-22,2017-06-20,5798656301.03
11.233.045/0001-22,2017-06-21,5803026778.33
11.233.045/0001-22,2017-06-22,5823234967.89
11.233.045/0001-22,2017-06-23,5844037320.17
11.233.045/0001-22,2017-06-26,5740920920.04
11.233.045/0001-22,2017-06-27,5809524936.42
11.233.045/0001-22,2017-06-28,5719613063.99
11.233.045/0001-22,2017-06-29,5746803998.2
11.233.045/0001-22,2017-06-30,5751221794.41
11.248.347/0001-74,2017-06-01,5668556222.73
11.248.347/0001-74,2017-06-02,5656977102.83
11.248.347/0001-74,2017-06-05,5644446915.15
11.248.347/0001-74,2017-06-06,5654813528.3
11.248.347/0001-74,2017-06-07,5656336325.36
11.248.347/0001-74,2017-06-08,5655737286.47
11.248.347/0001-74,2017-06-09,5661793494.92
11.248.347/0001-74,2017-06-12,5636234254.92
11.248.347/0001-74,2017-06-13,5635637992.15
11.248.347/0001-74,2017-06-14,5645034495.39
11.248.347/0001-74,2017-06-16,5656789269.26
