Índice,Data de Referência,Número Índice,Variação Diária (%),Variação no Mês (%),Variação no Ano (%),Variação 12 Meses (%),Variação 24 Meses (%),Duration (d.u.),PMR
IMA - Geral,04/12/2001,532.621995,0.0708,,,,,,
IMA - Geral,05/12/2001,532.986548,0.0684,,,,,,
IMA - Geral,06/12/2001,533.286808,0.0563,,,,,,
IMA - Geral,07/12/2001,533.774816,0.0915,,,,,,
IMA - Geral,10/12/2001,534.206283,0.0808,,,,,,
IMA - Geral,11/12/2001,534.551690,0.0647,,,,,,
IMA - Geral,12/12/2001,534.830491,0.0522,,,,,,
IMA - Geral,13/12/2001,535.266116,0.0815,,,,,,
IMA - Geral,14/12/2001,535.624117,0.0669,,,,,,
IMA - Geral,17/12/2001,536.022046,0.0743,,,,,,
IMA - Geral,18/12/2001,536.454728,0.0807,,,,,,
IMA - Geral,19/12/2001,536.864929,0.0765,,,,,,
IMA - Geral,20/12/2001,537.131043,0.0496,,,,,,
IMA - Geral,21/12/2001,537.546033,0.0773,,,,,,
IMA - Geral,24/12/2001,537.894301,0.0648,,,,,,
IMA - Geral,26/12/2001,538.179847,0.0531,,,,,,
IMA - Geral,27/12/2001,538.513010,0.0619,,,,,,
IMA - Geral,28/12/2001,538.912125,0.0741,,,,,,
IMA - Geral,31/12/2001,539.282710,0.0688,,,,,,
IMA - Geral,02/01/2002,539.704880,0.0783,,,,,,
IMA - Geral,03/01/2002,540.144529,0.0815,,,,,,
IMA - Geral,04/01/2002,540.480364,0.0622,,,,,,
IMA - Geral,07/01/2002,540.956547,0.0881,,,,,,
IMA - Geral,08/01/2002,541.237881,0.0520,,,,,,
IMA - Geral,09/01/2002,541.642108,0.0747,,,,,,
IMA - Geral,10/01/2002,541.955579,0.0579,,,,,,
IMA - Geral,11/01/2002,542.342429,0.0714,,,,,,
IMA - Geral,14/01/2002,542.613929,0.0501,,,,,,
IMA - Geral,15/01/2002,542.909970,0.0546,,,,,,
IMA - Geral,16/01/2002,543.285775,0.0692,,,,,,
IMA - Geral,17/01/2002,543.703142,0.0768,,,,,,
IMA - Geral,18/01/2002,544.103649,0.0737,,,,,,
IMA - Geral,21/01/2002,544.484675,0.0700,,,,,,
IMA - Geral,22/01/2002,544.907118,0.0776,,,,,,
IMA - Geral,23/01/2002,545.227983,0.0589,,,,,,
IMA - Geral,24/01/2002,545.563985,0.0616,,,,,,
IMA - Geral,25/01/2002,546.045146,0.0882,,,,,,
IMA - Geral,28/01/2002,546.390431,0.0632,,,,,,
IMA - Geral,29/01/2002,546.690492,0.0549,,,,,,
IMA - Geral,30/01/2002,547.149689,0.0840,,,,,,
IMA - Geral,31/01/2002,547.475810,0.0596,,,,,,
IMA - Geral,01/02/2002,547.815958,0.0621,,,,,,
IMA - Geral,04/02/2002,548.057556,0.0441,,,,,,
IMA - Geral,05/02/2002,548.312872,0.0466,,,,,,
IMA - Geral,06/02/2002,548.656723,0.0627,,,,,,
IMA - Geral,07/02/2002,548.942618,0.0521,,,,,,
IMA - Geral,08/02/2002,549.159233,0.0395,,,,,,
IMA - Geral,13/02/2002,549.568211,0.0745,,,,,,
IMA - Geral,14/02/2002,549.874479,0.0557,,,,,,
IMA - Geral,15/02/2002,550.245827,0.0675,,,,,,
IMA - Geral,18/02/2002,550.595821,0.0636,,,,,,
IMA - Geral,19/02/2002,550.876975,0.0511,,,,,,
IMA - Geral,20/02/2002,551.225142,0.0632,,,,,,
IMA - Geral,21/02/2002,551.619489,0.0715,,,,,,
IMA - Geral,22/02/2002,552.068570,0.0814,,,,,,
IMA - Geral,25/02/2002,552.483897,0.0752,,,,,,
IMA - Geral,26/02/2002,552.866366,0.0692,,,,,,
IMA - Geral,27/02/2002,553.244253,0.0684,,,,,,
IMA - Geral,28/02/2002,553.603705,0.0650,,,,,,
IMA - Geral,01/03/2002,553.906761,0.0547,,,,,,
IMA - Geral,04/03/2002,554.292316,0.0696,,,,,,
IMA - Geral,05/03/2002,554.024970,-0.0482,,,,,,
IMA - Geral,06/03/2002,553.938600,-0.0156,,,,,,
IMA - Geral,07/03/2002,554.307919,0.0667,,,,,,
IMA - Geral,08/03/2002,554.718366,0.0740,,,,,,
IMA - Geral,11/03/2002,555.140092,0.0760,,,,,,
IMA - Geral,12/03/2002,555.899953,0.1369,,,,,,
IMA - Geral,13/03/2002,556.318766,0.0753,,,,,,
IMA - Geral,14/03/2002,556.742422,0.0762,,,,,,
IMA - Geral,15/03/2002,557.205031,0.0831,,,,,,
IMA - Geral,18/03/2002,557.596537,0.0703,,,,,,
IMA - Geral,19/03/2002,557.996170,0.0717,,,,,,
IMA - Geral,20/03/2002,558.425494,0.0769,,,,,,
IMA - Geral,21/03/2002,558.785768,0.0645,,,,,,
IMA - Geral,22/03/2002,559.096564,0.0556,,,,,,
IMA - Geral,25/03/2002,559.480229,0.0686,,,,,,
IMA - Geral,26/03/2002,559.812199,0.0593,,,,,,
IMA - Geral,27/03/2002,560.060720,0.0444,,,,,,
IMA - Geral,28/03/2002,560.363099,0.0540,,,,,,
IMA - Geral,01/04/2002,560.681559,0.0568,,,,,,
IMA - Geral,02/04/2002,561.060374,0.0676,,,,,,
IMA - Geral,03/04/2002,561.292374,0.0414,,,,,,
IMA - Geral,04/04/2002,561.551311,0.0461,,,,,,
IMA - Geral,05/04/2002,561.910218,0.0639,,,,,,
IMA - Geral,08/04/2002,561.307069,-0.1073,,,,,,
IMA - Geral,09/04/2002,561.738098,0.0768,,,,,,
IMA - Geral,10/04/2002,562.120006,0.0680,,,,,,
IMA - Geral,11/04/2002,562.387084,0.0475,,,,,,
IMA - Geral,12/04/2002,562.196879,-0.0338,,,,,,
IMA - Geral,15/04/2002,562.475481,0.0496,,,,,,
IMA - Geral,16/04/2002,562.908556,0.0770,,,,,,
IMA - Geral,17/04/2002,563.344563,0.0775,,,,,,
IMA - Geral,18/04/2002,563.694493,0.0621,,,,,,
IMA - Geral,19/04/2002,564.120194,0.0755,,,,,,
IMA - Geral,22/04/2002,564.270738,0.0267,,,,,,
IMA - Geral,23/04/2002,564.636487,0.0648,,,,,,
IMA - Geral,24/04/2002,565.069136,0.0766,,,,,,
IMA - Geral,25/04/2002,565.460551,0.0693,,,,,,
IMA - Geral,26/04/2002,565.772685,0.0552,,,,,,
IMA - Geral,29/04/2002,565.486164,-0.0506,,,,,,
IMA - Geral,30/04/2002,565.622530,0.0241,,,,,,
IMA - Geral,02/05/2002,565.373119,-0.0441,,,,,,
IMA - Geral,03/05/2002,565.176370,-0.0348,,,,,,
IMA - Geral,06/05/2002,565.188249,0.0021,,,,,,
IMA - Geral,07/05/2002,567.097848,0.3379,,,,,,
IMA - Geral,08/05/2002,566.920176,-0.0313,,,,,,
IMA - Geral,09/05/2002,567.214003,0.0518,,,,,,
IMA - Geral,10/05/2002,567.560332,0.0611,,,,,,
IMA - Geral,13/05/2002,566.649537,-0.1605,,,,,,
IMA - Geral,14/05/2002,566.054639,-0.1050,,,,,,
IMA - Geral,15/05/2002,566.495569,0.0779,,,,,,
IMA - Geral,16/05/2002,566.948340,0.0799,,,,,,
IMA - Geral,17/05/2002,567.358432,0.0723,,,,,,
IMA - Geral,20/05/2002,567.809903,0.0796,,,,,,
IMA - Geral,21/05/2002,568.251610,0.0778,,,,,,
IMA - Geral,22/05/2002,568.530204,0.0490,,,,,,
IMA - Geral,23/05/2002,568.651115,0.0213,,,,,,
IMA - Geral,24/05/2002,568.917841,0.0469,,,,,,
IMA - Geral,27/05/2002,569.063318,0.0256,,,,,,
IMA - Geral,28/05/2002,569.071625,0.0015,,,,,,
IMA - Geral,29/05/2002,566.283227,-0.4900,,,,,,
IMA - Geral,31/05/2002,566.124223,-0.0281,,,,,,
IMA - Geral,03/06/2002,566.469842,0.0611,,,,,,
IMA - Geral,04/06/2002,566.288646,-0.0320,,,,,,
IMA - Geral,05/06/2002,566.746082,0.0808,,,,,,
IMA - Geral,06/06/2002,566.933722,0.0331,,,,,,
IMA - Geral,07/06/2002,567.052793,0.0210,,,,,,
IMA - Geral,10/06/2002,567.533156,0.0847,,,,,,
IMA - Geral,11/06/2002,567.498704,-0.0061,,,,,,
IMA - Geral,12/06/2002,565.824039,-0.2951,,,,,,
IMA - Geral,13/06/2002,566.059886,0.0417,,,,,,
IMA - Geral,14/06/2002,564.119193,-0.3428,,,,,,
IMA - Geral,17/06/2002,569.370603,0.9309,,,,,,
IMA - Geral,18/06/2002,570.189507,0.1438,,,,,,
IMA - Geral,19/06/2002,569.662113,-0.0925,,,,,,
IMA - Geral,20/06/2002,569.975561,0.0550,,,,,,
IMA - Geral,21/06/2002,569.408253,-0.0995,,,,,,
IMA - Geral,24/06/2002,569.914479,0.0889,,,,,,
IMA - Geral,25/06/2002,570.310195,0.0694,,,,,,
IMA - Geral,26/06/2002,570.667800,0.0627,,,,,,
IMA - Geral,27/06/2002,571.373474,0.1237,,,,,,
IMA - Geral,28/06/2002,571.876122,0.0880,,,,,,
IMA - Geral,01/07/2002,571.803639,-0.0127,,,,,,
IMA - Geral,02/07/2002,572.141702,0.0591,,,,,,
IMA - Geral,03/07/2002,572.794480,0.1141,,,,,,
IMA - Geral,04/07/2002,573.126354,0.0579,,,,,,
IMA - Geral,05/07/2002,573.504262,0.0659,,,,,,
IMA - Geral,08/07/2002,574.110843,0.1058,,,,,,
IMA - Geral,09/07/2002,574.511626,0.0698,,,,,,
IMA - Geral,10/07/2002,575.012558,0.0872,,,,,,
IMA - Geral,11/07/2002,575.610427,0.1040,,,,,,
IMA - Geral,12/07/2002,575.882773,0.0473,,,,,,
IMA - Geral,15/07/2002,573.285283,-0.4510,,,,,,
IMA - Geral,16/07/2002,573.683180,0.0694,,,,,,
IMA - Geral,17/07/2002,574.649505,0.1684,,,,,,
IMA - Geral,18/07/2002,575.465143,0.1419,,,,,,
IMA - Geral,19/07/2002,576.151892,0.1193,,,,,,
IMA - Geral,22/07/2002,576.334698,0.0317,,,,,,
IMA - Geral,23/07/2002,576.612831,0.0483,,,,,,
IMA - Geral,24/07/2002,576.933503,0.0556,,,,,,
IMA - Geral,25/07/2002,577.265538,0.0576,,,,,,
IMA - Geral,26/07/2002,576.838119,-0.0740,,,,,,
IMA - Geral,29/07/2002,576.729641,-0.0188,,,,,,
IMA - Geral,30/07/2002,577.001106,0.0471,,,,,,
IMA - Geral,31/07/2002,577.469038,0.0811,,,,,,
IMA - Geral,01/08/2002,578.003221,0.0925,,,,,,
IMA - Geral,02/08/2002,578.661415,0.1139,,,,,,
IMA - Geral,05/08/2002,577.319649,-0.2319,,,,,,
IMA - Geral,06/08/2002,577.808834,0.0847,,,,,,
IMA - Geral,07/08/2002,578.455573,0.1119,,,,,,
IMA - Geral,08/08/2002,579.158615,0.1215,,,,,,
IMA - Geral,09/08/2002,576.710656,-0.4227,,,,,,
IMA - Geral,12/08/2002,576.553028,-0.0273,,,,,,
IMA - Geral,13/08/2002,576.567050,0.0024,,,,,,
IMA - Geral,14/08/2002,576.886434,0.0554,,,,,,
IMA - Geral,15/08/2002,577.911892,0.1778,,,,,,
IMA - Geral,16/08/2002,579.393644,0.2564,,,,,,
IMA - Geral,19/08/2002,580.130985,0.1273,,,,,,
IMA - Geral,20/08/2002,580.640902,0.0879,,,,,,
IMA - Geral,21/08/2002,581.741139,0.1895,,,,,,
IMA - Geral,22/08/2002,582.158221,0.0717,,,,,,
IMA - Geral,23/08/2002,582.911642,0.1294,,,,,,
IMA - Geral,26/08/2002,583.746284,0.1432,,,,,,
IMA - Geral,27/08/2002,584.664652,0.1573,,,,,,
IMA - Geral,28/08/2002,585.535663,0.1490,,,,,,
IMA - Geral,29/08/2002,586.286034,0.1282,,,,,,
IMA - Geral,30/08/2002,587.297380,0.1725,,,,,,
IMA - Geral,02/09/2002,587.943192,0.1100,,,,,,
IMA - Geral,03/09/2002,588.495615,0.0940,,,,,,
IMA - Geral,04/09/2002,589.107061,0.1039,,,,,,
IMA - Geral,05/09/2002,589.447859,0.0578,,,,,,
IMA - Geral,06/09/2002,589.924235,0.0808,,,,,,
IMA - Geral,09/09/2002,590.583056,0.1117,,,,,,
IMA - Geral,10/09/2002,591.152239,0.0964,,,,,,
IMA - Geral,11/09/2002,591.625941,0.0801,,,,,,
IMA - Geral,12/09/2002,592.164268,0.0910,,,,,,
IMA - Geral,13/09/2002,592.614342,0.0760,,,,,,
IMA - Geral,16/09/2002,593.080348,0.0786,,,,,,
IMA - Geral,17/09/2002,593.634344,0.0934,,,,,,
IMA - Geral,18/09/2002,594.006790,0.0627,,,,,,
IMA - Geral,19/09/2002,594.604846,0.1007,,,,,,
IMA - Geral,20/09/2002,595.103132,0.0838,,,,,,
IMA - Geral,23/09/2002,595.448936,0.0581,,,,,,
IMA - Geral,03/10/2002,599.435991,0.0902,,,,,,
IMA - Geral,04/10/2002,600.021473,0.0977,,,,,,
IMA - Geral,07/10/2002,600.596200,0.0958,,,,,,
IMA - Geral,08/10/2002,601.226476,0.1049,,,,,,
IMA - Geral,09/10/2002,601.835032,0.1012,,,,,,
IMA - Geral,10/10/2002,602.650627,0.1355,,,,,,
IMA - Geral,11/10/2002,603.484676,0.1384,,,,,,
IMA - Geral,14/10/2002,603.455278,-0.0049,,,,,,
IMA - Geral,15/10/2002,603.717086,0.0434,,,,,,
IMA - Geral,16/10/2002,604.458155,0.1228,,,,,,
IMA - Geral,17/10/2002,605.023105,0.0935,,,,,,
IMA - Geral,18/10/2002,605.550057,0.0871,,,,,,
IMA - Geral,21/10/2002,606.158636,0.1005,,,,,,
IMA - Geral,22/10/2002,607.308064,0.1896,,,,,,
IMA - Geral,23/10/2002,608.223275,0.1507,,,,,,
IMA - Geral,24/10/2002,608.783542,0.0921,,,,,,
IMA - Geral,25/10/2002,609.674882,0.1464,,,,,,
IMA - Geral,28/10/2002,610.236096,0.0921,,,,,,
IMA - Geral,29/10/2002,610.832343,0.0977,,,,,,
IMA - Geral,30/10/2002,611.704752,0.1428,,,,,,
IMA - Geral,31/10/2002,612.305424,0.0982,,,,,,
IMA - Geral,01/11/2002,612.930701,0.1021,,,,,,
IMA - Geral,04/11/2002,613.483761,0.0902,,,,,,
IMA - Geral,05/11/2002,614.065025,0.0947,,,,,,
IMA - Geral,06/11/2002,614.574611,0.0830,,,,,,
IMA - Geral,07/11/2002,615.208353,0.1031,,,,,,
IMA - Geral,08/11/2002,615.810695,0.0979,,,,,,
IMA - Geral,11/11/2002,616.447916,0.1035,,,,,,
IMA - Geral,12/11/2002,617.305471,0.1391,,,,,,
IMA - Geral,13/11/2002,617.990652,0.1110,,,,,,
IMA - Geral,14/11/2002,618.600647,0.0987,,,,,,
IMA - Geral,18/11/2002,619.288678,0.1112,,,,,,
IMA - Geral,19/11/2002,620.093782,0.1300,,,,,,
IMA - Geral,20/11/2002,621.332330,0.1997,,,,,,
IMA - Geral,21/11/2002,622.789314,0.2345,,,,,,
IMA - Geral,22/11/2002,624.241190,0.2331,,,,,,
IMA - Geral,25/11/2002,625.241733,0.1603,,,,,,
IMA - Geral,26/11/2002,626.329101,0.1739,,,,,,
IMA - Geral,27/11/2002,627.049832,0.1151,,,,,,
IMA - Geral,28/11/2002,627.892165,0.1343,,,,,,
IMA - Geral,29/11/2002,628.650949,0.1208,,,,,,
IMA - Geral,02/12/2002,629.666460,0.1615,,,,,,
IMA - Geral,03/12/2002,630.503397,0.1329,,,,,,
IMA - Geral,04/12/2002,631.293259,0.1253,,,,,,
IMA - Geral,05/12/2002,631.983299,0.1093,,,,,,
IMA - Geral,06/12/2002,632.682464,0.1106,,,,,,
IMA - Geral,09/12/2002,633.328778,0.1022,,,,,,
IMA - Geral,10/12/2002,634.185799,0.1353,,,,,,
IMA - Geral,11/12/2002,634.708415,0.0824,,,,,,
IMA - Geral,12/12/2002,635.224564,0.0813,,,,,,
IMA - Geral,13/12/2002,635.823767,0.0943,,,,,,
IMA - Geral,16/12/2002,636.587518,0.1201,,,,,,
IMA - Geral,17/12/2002,637.170311,0.0915,,,,,,
IMA - Geral,18/12/2002,635.014526,-0.3383,,,,,,
IMA - Geral,19/12/2002,635.686727,0.1059,,,,,,
IMA - Geral,20/12/2002,636.478525,0.1246,,,,,,
IMA - Geral,23/12/2002,637.162585,0.1075,,,,,,
IMA - Geral,24/12/2002,637.868861,0.1108,,,,,,
IMA - Geral,26/12/2002,638.453524,0.0917,,,,,,
IMA - Geral,27/12/2002,638.979335,0.0824,,,,,,
IMA - Geral,30/12/2002,639.693602,0.1118,,,,,,
IMA - Geral,31/12/2002,640.379484,0.1072,,,,,,
IMA - Geral,02/01/2003,641.113584,0.1146,,,,,,
IMA - Geral,03/01/2003,641.727437,0.0957,,,,,,
IMA - Geral,06/01/2003,642.506132,0.1213,,,,,,
IMA - Geral,07/01/2003,643.691908,0.1846,,,,,,
IMA - Geral,08/01/2003,644.751144,0.1646,,,,,,
IMA - Geral,09/01/2003,646.269664,0.2355,,,,,,
IMA - Geral,10/01/2003,647.126955,0.1327,,,,,,
IMA - Geral,13/01/2003,647.793366,0.1030,,,,,,
IMA - Geral,14/01/2003,648.505416,0.1099,,,,,,
IMA - Geral,15/01/2003,649.344888,0.1294,,,,,,
IMA - Geral,16/01/2003,650.241917,0.1381,,,,,,
IMA - Geral,17/01/2003,650.918460,0.1040,,,,,,
IMA - Geral,20/01/2003,651.657538,0.1135,,,,,,
IMA - Geral,21/01/2003,652.376226,0.1103,,,,,,
IMA - Geral,22/01/2003,652.924148,0.0840,,,,,,
IMA - Geral,23/01/2003,653.517749,0.0909,,,,,,
IMA - Geral,24/01/2003,654.158198,0.0980,,,,,,
IMA - Geral,27/01/2003,654.811584,0.0999,,,,,,
IMA - Geral,28/01/2003,655.495377,0.1044,,,,,,
IMA - Geral,29/01/2003,656.171277,0.1031,,,,,,
IMA - Geral,30/01/2003,656.939495,0.1171,,,,,,
IMA - Geral,31/01/2003,657.706237,0.1167,,,,,,
IMA - Geral,03/02/2003,658.466336,0.1156,,,,,,
IMA - Geral,04/02/2003,659.403979,0.1424,,,,,,
IMA - Geral,05/02/2003,660.209282,0.1221,,,,,,
IMA - Geral,06/02/2003,660.975601,0.1161,,,,,,
IMA - Geral,07/02/2003,661.814904,0.1270,,,,,,
IMA - Geral,10/02/2003,662.374039,0.0845,,,,,,
IMA - Geral,11/02/2003,663.048625,0.1018,,,,,,
IMA - Geral,12/02/2003,663.613783,0.0852,,,,,,
IMA - Geral,13/02/2003,664.242379,0.0947,,,,,,
IMA - Geral,14/02/2003,664.954667,0.1072,,,,,,
IMA - Geral,17/02/2003,665.680027,0.1091,,,,,,
IMA - Geral,18/02/2003,666.419526,0.1111,,,,,,
IMA - Geral,19/02/2003,667.247756,0.1243,,,,,,
IMA - Geral,20/02/2003,668.299630,0.1576,,,,,,
IMA - Geral,21/02/2003,669.070208,0.1153,,,,,,
IMA - Geral,24/02/2003,669.913245,0.1260,,,,,,
IMA - Geral,25/02/2003,670.650131,0.1100,,,,,,
IMA - Geral,26/02/2003,671.456539,0.1202,,,,,,
IMA - Geral,27/02/2003,672.413712,0.1426,,,,,,
IMA - Geral,28/02/2003,673.137349,0.1076,,,,,,
IMA - Geral,05/03/2003,673.880239,0.1104,,,,,,
IMA - Geral,06/03/2003,674.544935,0.0986,,,,,,
IMA - Geral,07/03/2003,675.137281,0.0878,,,,,,
IMA - Geral,10/03/2003,675.775063,0.0945,,,,,,
IMA - Geral,11/03/2003,676.541107,0.1134,,,,,,
IMA - Geral,12/03/2003,677.224632,0.1010,,,,,,
IMA - Geral,13/03/2003,677.915870,0.1021,,,,,,
IMA - Geral,14/03/2003,678.486205,0.0841,,,,,,
IMA - Geral,17/03/2003,679.208704,0.1065,,,,,,
IMA - Geral,18/03/2003,679.738759,0.0780,,,,,,
IMA - Geral,19/03/2003,680.475299,0.1084,,,,,,
IMA - Geral,20/03/2003,681.189637,0.1050,,,,,,
IMA - Geral,21/03/2003,681.904445,0.1049,,,,,,
IMA - Geral,24/03/2003,682.668274,0.1120,,,,,,
IMA - Geral,25/03/2003,683.486572,0.1199,,,,,,
IMA - Geral,26/03/2003,684.288230,0.1173,,,,,,
IMA - Geral,27/03/2003,685.124102,0.1222,,,,,,
IMA - Geral,28/03/2003,685.887370,0.1114,,,,,,
IMA - Geral,31/03/2003,686.630826,0.1084,,,,,,
IMA - Geral,01/04/2003,687.359634,0.1061,,,,,,
IMA - Geral,02/04/2003,688.167694,0.1176,,,,,,
IMA - Geral,03/04/2003,688.939378,0.1121,,,,,,
IMA - Geral,04/04/2003,689.501693,0.0816,,,,,,
IMA - Geral,07/04/2003,690.090957,0.0855,,,,,,
IMA - Geral,08/04/2003,690.983196,0.1293,,,,,,
IMA - Geral,09/04/2003,691.654150,0.0971,,,,,,
IMA - Geral,10/04/2003,692.221767,0.0821,,,,,,
IMA - Geral,11/04/2003,692.934249,0.1029,,,,,,
IMA - Geral,14/04/2003,693.698056,0.1102,,,,,,
IMA - Geral,15/04/2003,694.433784,0.1061,,,,,,
IMA - Geral,16/04/2003,695.099451,0.0959,,,,,,
IMA - Geral,17/04/2003,695.810666,0.1023,,,,,,
IMA - Geral,22/04/2003,696.586728,0.1115,,,,,,
IMA - Geral,23/04/2003,697.248660,0.0950,,,,,,
IMA - Geral,24/04/2003,697.935437,0.0985,,,,,,
IMA - Geral,25/04/2003,698.725536,0.1132,,,,,,
IMA - Geral,28/04/2003,699.434151,0.1014,,,,,,
IMA - Geral,29/04/2003,700.240928,0.1153,,,,,,
IMA - Geral,30/04/2003,700.923369,0.0975,,,,,,
IMA - Geral,02/05/2003,701.585536,0.0945,,,,,,
IMA - Geral,05/05/2003,702.128734,0.0774,,,,,,
IMA - Geral,06/05/2003,702.768418,0.0911,,,,,,
IMA - Geral,07/05/2003,703.468629,0.0996,,,,,,
IMA - Geral,08/05/2003,704.152022,0.0971,,,,,,
IMA - Geral,09/05/2003,704.790756,0.0907,,,,,,
IMA - Geral,12/05/2003,705.448570,0.0933,,,,,,
IMA - Geral,13/05/2003,706.118161,0.0949,,,,,,
IMA - Geral,14/05/2003,706.753437,0.0900,,,,,,
IMA - Geral,15/05/2003,707.516338,0.1079,,,,,,
IMA - Geral,16/05/2003,708.175839,0.0932,,,,,,
IMA - Geral,19/05/2003,708.669527,0.0697,,,,,,
IMA - Geral,20/05/2003,709.213798,0.0768,,,,,,
IMA - Geral,21/05/2003,709.965855,0.1060,,,,,,
IMA - Geral,22/05/2003,710.778170,0.1144,,,,,,
IMA - Geral,23/05/2003,711.590854,0.1143,,,,,,
IMA - Geral,26/05/2003,712.253268,0.0931,,,,,,
IMA - Geral,27/05/2003,712.976664,0.1016,,,,,,
IMA - Geral,28/05/2003,713.748906,0.1083,,,,,,
IMA - Geral,29/05/2003,714.534313,0.1100,,,,,,
IMA - Geral,30/05/2003,715.146190,0.0856,,,,,,
IMA - Geral,02/06/2003,715.719909,0.0802,,,,,,
IMA - Geral,03/06/2003,716.717862,0.1394,,,,,,
IMA - Geral,04/06/2003,717.327224,0.0850,,,,,,
IMA - Geral,05/06/2003,718.116331,0.1100,,,,,,
IMA - Geral,06/06/2003,718.917944,0.1116,,,,,,
IMA - Geral,09/06/2003,719.675853,0.1054,,,,,,
IMA - Geral,10/06/2003,720.278267,0.0837,,,,,,
IMA - Geral,11/06/2003,720.991364,0.0990,,,,,,
IMA - Geral,12/06/2003,721.696677,0.0978,,,,,,
IMA - Geral,13/06/2003,722.426640,0.1011,,,,,,
IMA - Geral,16/06/2003,723.197455,0.1067,,,,,,
IMA - Geral,17/06/2003,723.896897,0.0967,,,,,,
IMA - Geral,18/06/2003,724.388096,0.0679,,,,,,
IMA - Geral,20/06/2003,725.042911,0.0904,,,,,,
IMA - Geral,23/06/2003,725.866048,0.1135,,,,,,
IMA - Geral,24/06/2003,726.665662,0.1102,,,,,,
IMA - Geral,25/06/2003,727.300579,0.0874,,,,,,
IMA - Geral,26/06/2003,727.945183,0.0886,,,,,,
IMA - Geral,27/06/2003,728.347560,0.0553,,,,,,
IMA - Geral,30/06/2003,729.034222,0.0943,,,,,,
IMA - Geral,01/07/2003,729.759011,0.0994,,,,,,
IMA - Geral,02/07/2003,730.466142,0.0969,,,,,,
IMA - Geral,03/07/2003,731.243853,0.1065,,,,,,
IMA - Geral,04/07/2003,732.002579,0.1038,,,,,,
IMA - Geral,07/07/2003,732.705047,0.0960,,,,,,
IMA - Geral,08/07/2003,733.443092,0.1007,,,,,,
IMA - Geral,09/07/2003,734.066404,0.0850,,,,,,
IMA - Geral,10/07/2003,734.685713,0.0844,,,,,,
IMA - Geral,11/07/2003,735.396238,0.0967,,,,,,
IMA - Geral,14/07/2003,736.140471,0.1012,,,,,,
IMA - Geral,15/07/2003,736.827751,0.0934,,,,,,
IMA - Geral,16/07/2003,737.571029,0.1009,,,,,,
IMA - Geral,17/07/2003,738.306678,0.0997,,,,,,
IMA - Geral,18/07/2003,739.201832,0.1212,,,,,,
IMA - Geral,21/07/2003,739.955367,0.1019,,,,,,
IMA - Geral,22/07/2003,740.466627,0.0691,,,,,,
IMA - Geral,23/07/2003,741.145591,0.0917,,,,,,
IMA - Geral,24/07/2003,741.827632,0.0920,,,,,,
IMA - Geral,25/07/2003,742.523968,0.0939,,,,,,
IMA - Geral,28/07/2003,743.191635,0.0899,,,,,,
IMA - Geral,29/07/2003,743.835698,0.0867,,,,,,
IMA - Geral,30/07/2003,744.592214,0.1017,,,,,,
IMA - Geral,31/07/2003,745.013227,0.0565,,,,,,
IMA - Geral,01/08/2003,745.310957,0.0400,,,,,,
IMA - Geral,04/08/2003,745.346250,0.0047,,,,,,
IMA - Geral,05/08/2003,746.207020,0.1155,,,,,,
IMA - Geral,06/08/2003,746.835840,0.0843,,,,,,
IMA - Geral,07/08/2003,747.707797,0.1168,,,,,,
IMA - Geral,08/08/2003,748.544095,0.1118,,,,,,
IMA - Geral,11/08/2003,749.340301,0.1064,,,,,,
IMA - Geral,12/08/2003,750.012328,0.0897,,,,,,
IMA - Geral,13/08/2003,750.844027,0.1109,,,,,,
IMA - Geral,14/08/2003,751.615485,0.1027,,,,,,
IMA - Geral,15/08/2003,752.385214,0.1024,,,,,,
IMA - Geral,18/08/2003,753.133422,0.0994,,,,,,
IMA - Geral,19/08/2003,753.844898,0.0945,,,,,,
IMA - Geral,20/08/2003,754.762132,0.1217,,,,,,
IMA - Geral,21/08/2003,755.455829,0.0919,,,,,,
IMA - Geral,22/08/2003,756.216071,0.1006,,,,,,
IMA - Geral,25/08/2003,756.861639,0.0854,,,,,,
IMA - Geral,26/08/2003,757.631201,0.1017,,,,,,
IMA - Geral,27/08/2003,758.390417,0.1002,,,,,,
IMA - Geral,28/08/2003,759.078900,0.0908,,,,,,
IMA - Geral,29/08/2003,759.793806,0.0942,,,,,,
IMA - Geral,01/09/2003,760.570751,0.1023,,,,,,
IMA - Geral,02/09/2003,761.308992,0.0971,,,,,,
IMA - Geral,03/09/2003,762.003883,0.0913,,,,,,
IMA - Geral,04/09/2003,762.940373,0.1229,,,,,,
IMA - Geral,05/09/2003,763.918759,0.1282,,,,,,
IMA - Geral,08/09/2003,764.559585,0.0839,,,,,,
IMA - Geral,09/09/2003,765.239300,0.0889,,,,,,
IMA - Geral,10/09/2003,766.199348,0.1255,,,,,,
IMA - Geral,11/09/2003,767.115046,0.1195,,,,,,
IMA - Geral,12/09/2003,767.947491,0.1085,,,,,,
IMA - Geral,15/09/2003,768.773310,0.1075,,,,,,
IMA - Geral,16/09/2003,769.516353,0.0967,,,,,,
IMA - Geral,17/09/2003,770.243029,0.0944,,,,,,
IMA - Geral,18/09/2003,771.325710,0.1406,,,,,,
IMA - Geral,19/09/2003,772.413356,0.1410,,,,,,
IMA - Geral,22/09/2003,773.201210,0.1020,,,,,,
IMA - Geral,23/09/2003,773.751982,0.0712,,,,,,
