Índice,Data de Referência,Número Índice,Variação Diária (%),Variação no Mês (%),Variação no Ano (%),Variação 12 Meses (%),Variação 24 Meses (%),Duration (d.u.),PMR
IMA - Geral,15/07/2015,"3,433.092846",0.1208,0.5779,7.1034,11.3838,21.3494,898,
IMA - Geral,16/07/2015,"3,435.824403",0.0796,0.6579,7.1886,11.3053,21.3443,900,
IMA - Geral,17/07/2015,"3,436.684968",0.0250,0.6831,7.2155,11.2650,20.9037,899,
IMA - Geral,20/07/2015,"3,445.121310",0.2455,0.9303,7.4786,10.9821,20.4535,899,
IMA - Geral,21/07/2015,"3,453.614762",0.2465,1.1791,7.7436,10.9532,20.7504,901,
IMA - Geral,22/07/2015,"3,447.302982",-0.1828,0.9942,7.5467,10.3682,20.2700,898,
IMA - Geral,23/07/2015,"3,412.321473",-1.0148,-0.0307,6.4554,9.5226,18.7488,880,
IMA - Geral,24/07/2015,"3,407.485871",-0.1417,-0.1723,6.3045,9.6095,18.9054,872,
IMA - Geral,27/07/2015,"3,409.882583",0.0703,-0.1021,6.3793,9.4901,19.2159,872,
IMA - Geral,28/07/2015,"3,410.691997",0.0237,-0.0784,6.4045,9.6142,19.2442,871,
IMA - Geral,29/07/2015,"3,411.946756",0.0368,-0.0416,6.4437,9.8134,19.8073,870,
IMA - Geral,30/07/2015,"3,425.919341",0.4095,0.3677,6.8796,10.5005,20.5771,870,
IMA - Geral,31/07/2015,"3,430.878686",0.1448,0.5130,7.0343,10.8198,20.3898,870,
IMA - Geral,03/08/2015,"3,418.562020",-0.3590,-0.3590,6.6501,10.7336,20.1545,864,
IMA - Geral,04/08/2015,"3,421.534860",0.0870,-0.2723,6.7428,10.5474,20.2590,855,
IMA - Geral,05/08/2015,"3,409.357069",-0.3559,-0.6273,6.3629,10.6275,19.6073,848,
IMA - Geral,06/08/2015,"3,383.723885",-0.7518,-1.3744,5.5632,9.1769,18.8934,836,
IMA - Geral,07/08/2015,"3,376.695891",-0.2077,-1.5793,5.3440,9.1280,18.6273,829,
IMA - Geral,10/08/2015,"3,387.536800",0.3211,-1.2633,5.6822,9.1923,18.6526,830,
IMA - Geral,11/08/2015,"3,392.448411",0.1450,-1.1201,5.8354,9.1958,18.8246,831,
IMA - Geral,12/08/2015,"3,404.223338",0.3471,-0.7769,6.2027,9.5971,20.0016,834,
IMA - Geral,13/08/2015,"3,404.297368",0.0022,-0.7748,6.2050,9.9232,20.2263,835,
IMA - Geral,14/08/2015,"3,407.044133",0.0807,-0.6947,6.2907,9.6785,20.8352,834,
IMA - Geral,17/08/2015,"3,408.827666",0.0523,-0.6427,6.3464,9.0417,21.1007,847,
IMA - Geral,18/08/2015,"3,416.506625",0.2253,-0.4189,6.5859,8.8986,21.3735,845,
IMA - Geral,19/08/2015,"3,415.132061",-0.0402,-0.4590,6.5431,8.8439,21.8058,843,
IMA - Geral,20/08/2015,"3,414.248517",-0.0259,-0.4847,6.5155,8.9626,20.8268,839,
IMA - Geral,21/08/2015,"3,403.257772",-0.3219,-0.8051,6.1726,8.8433,21.2292,830,
IMA - Geral,24/08/2015,"3,391.685504",-0.3400,-1.1424,5.8116,8.0300,19.7004,822,
IMA - Geral,25/08/2015,"3,392.456327",0.0227,-1.1199,5.8356,7.8208,19.7276,819,
IMA - Geral,26/08/2015,"3,403.056974",0.3125,-0.8109,6.1664,7.9288,20.3757,820,
IMA - Geral,27/08/2015,"3,401.807687",-0.0367,-0.8473,6.1274,7.4004,20.2916,818,
IMA - Geral,28/08/2015,"3,406.091520",0.1259,-0.7225,6.2610,7.4166,20.2752,818,
IMA - Geral,31/08/2015,"3,391.284978",-0.4347,-1.1540,5.7991,6.7254,20.5282,813,
IMA - Geral,01/09/2015,"3,378.848693",-0.3667,-0.3667,5.4111,6.0891,20.0862,804,
IMA - Geral,02/09/2015,"3,357.584670",-0.6293,-0.9937,4.7477,4.9487,19.3160,797,
IMA - Geral,03/09/2015,"3,363.501545",0.1762,-0.8193,4.9323,5.2468,19.5363,793,
IMA - Geral,04/09/2015,"3,341.743763",-0.6469,-1.4608,4.2535,4.7310,18.7357,781,
IMA - Geral,08/09/2015,"3,358.464979",0.5004,-0.9678,4.7752,5.7642,18.9914,784,
IMA - Geral,09/09/2015,"3,364.302413",0.1738,-0.7956,4.9573,6.3880,19.1089,787,
IMA - Geral,10/09/2015,"3,348.763966",-0.4619,-1.2538,4.4726,5.8260,18.4908,781,
IMA - Geral,11/09/2015,"3,357.134962",0.2500,-1.0070,4.7337,5.8557,18.7190,782,
IMA - Geral,14/09/2015,"3,373.832504",0.4974,-0.5146,5.2546,7.4226,19.5297,790,
IMA - Geral,15/09/2015,"3,376.930158",0.0918,-0.4233,5.3513,7.3352,19.6395,793,
IMA - Geral,16/09/2015,"3,380.010985",0.0912,-0.3324,5.4474,7.0381,19.6673,796,
IMA - Geral,17/09/2015,"3,377.410327",-0.0769,-0.4091,5.3662,6.9136,19.4870,795,
IMA - Geral,18/09/2015,"3,349.395946",-0.8295,-1.2352,4.4923,6.2471,17.3132,782,
IMA - Geral,21/09/2015,"3,344.344010",-0.1508,-1.3842,4.3347,5.9785,17.0637,774,
IMA - Geral,22/09/2015,"3,338.046184",-0.1883,-1.5699,4.1382,6.3648,16.8433,770,
IMA - Geral,23/09/2015,"3,319.914093",-0.5432,-2.1045,3.5725,5.5826,16.3032,765,
IMA - Geral,24/09/2015,"3,384.831714",1.9554,-0.1903,5.5978,7.2116,18.4698,794,
IMA - Geral,25/09/2015,"3,380.466294",-0.1290,-0.3190,5.4616,7.2200,18.5517,799,
IMA - Geral,28/09/2015,"3,339.066148",-1.2247,-1.5398,4.1700,5.7222,17.4523,776,
IMA - Geral,29/09/2015,"3,357.191690",0.5428,-1.0053,4.7355,7.6421,18.0899,773,
IMA - Geral,30/09/2015,"3,378.628039",0.6385,-0.3732,5.4042,7.9015,18.8209,780,
IMA - Geral,01/10/2015,"3,379.587366",0.0284,0.0284,5.4342,8.2074,18.9638,781,
IMA - Geral,02/10/2015,"3,406.965602",0.8101,0.8387,6.2883,8.8196,19.7415,827,
IMA - Geral,05/10/2015,"3,404.149487",-0.0827,0.7554,6.2004,8.0693,19.5039,827,
IMA - Geral,06/10/2015,"3,409.131872",0.1464,0.9028,6.3559,7.5062,19.6788,827,
IMA - Geral,07/10/2015,"3,395.574587",-0.3977,0.5016,5.9329,6.5413,19.0655,820,
IMA - Geral,08/10/2015,"3,407.108020",0.3397,0.8429,6.2927,6.8345,19.2787,821,
IMA - Geral,09/10/2015,"3,393.075605",-0.4119,0.4276,5.8550,6.2742,18.5400,815,
IMA - Geral,13/10/2015,"3,382.081860",-0.3240,0.1022,5.5120,5.3931,18.3158,808,
IMA - Geral,14/10/2015,"3,385.493623",0.1009,0.2032,5.6184,5.6436,18.4552,806,
IMA - Geral,15/10/2015,"3,401.226180",0.4647,0.6689,6.1092,6.4960,18.9841,810,
IMA - Geral,16/10/2015,"3,401.257933",0.0009,0.6698,6.1102,6.5917,18.9350,811,
IMA - Geral,19/10/2015,"3,397.066339",-0.1232,0.5457,5.9795,6.1036,18.9390,807,
IMA - Geral,20/10/2015,"3,402.438734",0.1581,0.7047,6.1471,6.8271,19.1271,807,
IMA - Geral,21/10/2015,"3,403.619952",0.0347,0.7397,6.1839,7.6212,19.3070,806,
IMA - Geral,22/10/2015,"3,417.515676",0.4083,1.1510,6.6174,8.0511,19.5624,811,
IMA - Geral,23/10/2015,"3,414.611460",-0.0850,1.0650,6.5268,8.3331,19.1782,811,
IMA - Geral,26/10/2015,"3,421.965968",0.2154,1.2827,6.7563,7.8807,19.2875,813,
IMA - Geral,27/10/2015,"3,434.372737",0.3626,1.6499,7.1433,8.7350,19.7200,817,
IMA - Geral,28/10/2015,"3,433.264200",-0.0323,1.6171,7.1087,8.0992,19.6577,819,
IMA - Geral,29/10/2015,"3,431.040185",-0.0648,1.5513,7.0394,8.3990,19.5100,816,
IMA - Geral,30/10/2015,"3,432.826021",0.0520,1.6041,7.0951,8.4479,19.5221,816,
IMA - Geral,03/11/2015,"3,449.424783",0.4835,0.4835,7.6129,8.9013,20.7963,823,
IMA - Geral,04/11/2015,"3,462.359988",0.3750,0.8603,8.0164,9.6296,21.3048,812,
IMA - Geral,05/11/2015,"3,459.530649",-0.0817,0.7779,7.9282,9.1881,21.5854,811,
IMA - Geral,06/11/2015,"3,459.047305",-0.0140,0.7638,7.9131,9.7153,21.6965,807,
IMA - Geral,09/11/2015,"3,460.678297",0.0472,0.8114,7.9640,9.8468,22.5361,806,
IMA - Geral,10/11/2015,"3,463.379267",0.0780,0.8900,8.0482,9.6895,22.6317,806,
IMA - Geral,11/11/2015,"3,475.593292",0.3527,1.2458,8.4293,10.2950,23.1023,810,
IMA - Geral,12/11/2015,"3,478.921829",0.0958,1.3428,8.5331,10.5798,22.7028,813,
IMA - Geral,13/11/2015,"3,479.586448",0.0191,1.3622,8.5539,10.8887,22.3669,813,
IMA - Geral,16/11/2015,"3,483.688579",0.1179,1.4817,8.6818,10.7764,22.3077,820,
IMA - Geral,17/11/2015,"3,486.395109",0.0777,1.5605,8.7663,10.8563,22.4028,817,
IMA - Geral,18/11/2015,"3,491.111514",0.1353,1.6979,8.9134,10.7188,22.2650,816,
IMA - Geral,19/11/2015,"3,504.838985",0.3932,2.0978,9.3417,10.5256,23.1269,818,
IMA - Geral,20/11/2015,"3,507.552796",0.0774,2.1768,9.4263,10.5594,23.1695,819,
IMA - Geral,23/11/2015,"3,511.049144",0.0997,2.2787,9.5354,9.5081,23.7751,818,
IMA - Geral,24/11/2015,"3,504.442234",-0.1882,2.0862,9.3293,9.1672,23.5421,814,
IMA - Geral,25/11/2015,"3,490.628787",-0.3942,1.6838,8.8984,8.4785,23.3955,805,
IMA - Geral,26/11/2015,"3,482.432954",-0.2348,1.4451,8.6427,7.9317,22.9277,800,
IMA - Geral,27/11/2015,"3,470.668274",-0.3378,1.1024,8.2756,7.4824,22.5654,792,
IMA - Geral,30/11/2015,"3,469.026924",-0.0473,1.0546,8.2244,7.6088,22.7887,789,
IMA - Geral,01/12/2015,"3,476.719314",0.2217,0.2217,8.4644,8.3037,23.0610,789,
IMA - Geral,02/12/2015,"3,485.338545",0.2479,0.4702,8.7333,9.0338,23.8899,783,
IMA - Geral,03/12/2015,"3,484.349344",-0.0284,0.4417,8.7025,8.8168,24.0221,782,
IMA - Geral,04/12/2015,"3,487.797622",0.0990,0.5411,8.8100,8.7821,24.0564,781,
IMA - Geral,07/12/2015,"3,488.217825",0.0120,0.5532,8.8231,8.6192,23.4901,780,
IMA - Geral,08/12/2015,"3,489.682742",0.0420,0.5954,8.8688,8.8187,23.5420,779,
IMA - Geral,09/12/2015,"3,495.909901",0.1784,0.7749,9.0631,9.1470,23.4903,779,
IMA - Geral,10/12/2015,"3,489.543616",-0.1821,0.5914,8.8645,9.2048,22.8889,778,
IMA - Geral,11/12/2015,"3,488.536145",-0.0289,0.5624,8.8331,9.5275,22.7510,775,
IMA - Geral,14/12/2015,"3,486.237582",-0.0659,0.4961,8.7614,9.5364,22.4328,772,
IMA - Geral,15/12/2015,"3,484.563007",-0.0480,0.4479,8.7091,9.7976,22.3740,768,
IMA - Geral,16/12/2015,"3,481.612476",-0.0847,0.3628,8.6171,9.8623,22.1288,765,
IMA - Geral,17/12/2015,"3,490.995492",0.2695,0.6333,8.9098,10.0878,22.3396,766,
IMA - Geral,18/12/2015,"3,488.159369",-0.0812,0.5515,8.8213,9.7704,22.1931,763,
IMA - Geral,21/12/2015,"3,483.704971",-0.1277,0.4231,8.6824,9.4250,22.6122,760,
IMA - Geral,22/12/2015,"3,487.421544",0.1067,0.5303,8.7983,9.2485,22.7430,760,
IMA - Geral,23/12/2015,"3,494.537065",0.2040,0.7354,9.0203,9.4513,22.8639,760,
IMA - Geral,24/12/2015,"3,496.686895",0.0615,0.7973,9.0874,9.4628,22.8795,760,
IMA - Geral,28/12/2015,"3,500.679579",0.1142,0.9124,9.2119,9.5403,22.8649,761,
IMA - Geral,29/12/2015,"3,502.855974",0.0622,0.9752,9.2798,9.6953,22.9413,761,
IMA - Geral,30/12/2015,"3,501.915396",-0.0269,0.9481,9.2505,9.3061,22.8111,759,
IMA - Geral,31/12/2015,"3,504.067354",0.0615,1.0101,9.3176,9.3176,22.8269,758,
IMA - Geral,04/01/2016,"3,508.326225",0.1215,0.1215,0.1215,9.3468,23.0015,765,
IMA - Geral,05/01/2016,"3,523.008252",0.4185,0.5405,0.5405,9.6291,23.5162,796,
IMA - Geral,06/01/2016,"3,531.214791",0.2329,0.7747,0.7747,9.3857,23.8005,797,
IMA - Geral,07/01/2016,"3,525.736188",-0.1551,0.6184,0.6184,9.2692,23.4237,793,
IMA - Geral,08/01/2016,"3,524.233769",-0.0426,0.5755,0.5755,9.1405,23.5605,789,
IMA - Geral,11/01/2016,"3,526.363253",0.0604,0.6363,0.6363,8.7495,23.4256,788,
IMA - Geral,12/01/2016,"3,529.875827",0.0996,0.7365,0.7365,9.1350,23.5486,788,
IMA - Geral,13/01/2016,"3,533.954329",0.1155,0.8529,0.8529,8.9750,23.7224,788,
IMA - Geral,14/01/2016,"3,531.590730",-0.0669,0.7855,0.7855,8.8276,23.8761,786,
IMA - Geral,15/01/2016,"3,530.385067",-0.0341,0.7511,0.7511,8.6053,23.6751,784,
IMA - Geral,18/01/2016,"3,534.765977",0.1241,0.8761,0.8761,8.4176,23.5444,785,
IMA - Geral,19/01/2016,"3,531.246419",-0.0996,0.7756,0.7756,8.4594,23.4214,780,
IMA - Geral,20/01/2016,"3,526.734188",-0.1278,0.6469,0.6469,7.8153,23.5103,773,
IMA - Geral,21/01/2016,"3,535.665312",0.2532,0.9018,0.9018,7.9822,24.0379,769,
IMA - Geral,22/01/2016,"3,541.233643",0.1575,1.0607,1.0607,8.3680,24.2185,769,
IMA - Geral,25/01/2016,"3,543.887594",0.0749,1.1364,1.1364,8.0726,24.7306,769,
IMA - Geral,26/01/2016,"3,555.295134",0.3219,1.4620,1.4620,8.5122,25.1321,772,
IMA - Geral,27/01/2016,"3,552.666022",-0.0739,1.3869,1.3869,8.4136,25.3126,771,
IMA - Geral,28/01/2016,"3,566.498044",0.3893,1.7817,1.7817,8.8767,26.0463,773,
IMA - Geral,29/01/2016,"3,574.714718",0.2304,2.0162,2.0162,8.9633,26.3669,778,
IMA - Geral,01/02/2016,"3,590.888526",0.4525,0.4525,2.4777,9.6779,26.9864,782,
IMA - Geral,02/02/2016,"3,578.756880",-0.3378,0.1131,2.1315,9.6332,26.5574,763,
IMA - Geral,03/02/2016,"3,585.459835",0.1873,0.3006,2.3228,9.6408,26.8755,762,
IMA - Geral,04/02/2016,"3,576.242593",-0.2571,0.0427,2.0598,9.5316,26.2184,759,
IMA - Geral,05/02/2016,"3,585.266840",0.2523,0.2952,2.3173,9.9493,26.1234,759,
IMA - Geral,10/02/2016,"3,592.869022",0.2120,0.5079,2.5342,10.7130,25.9542,762,
IMA - Geral,11/02/2016,"3,590.128710",-0.0763,0.4312,2.4560,11.0558,25.9588,761,
IMA - Geral,12/02/2016,"3,601.728230",0.3231,0.7557,2.7871,10.9141,26.4422,765,
IMA - Geral,15/02/2016,"3,607.311458",0.1550,0.9119,2.9464,11.0580,26.1089,777,
IMA - Geral,16/02/2016,"3,609.336941",0.0561,0.9685,3.0042,11.1203,26.1797,770,
IMA - Geral,17/02/2016,"3,616.001110",0.1846,1.1550,3.1944,11.3255,26.1162,769,
IMA - Geral,18/02/2016,"3,610.933060",-0.1402,1.0132,3.0498,11.2839,25.6497,766,
IMA - Geral,19/02/2016,"3,617.103724",0.1709,1.1858,3.2259,11.3825,25.9031,765,
IMA - Geral,22/02/2016,"3,628.276885",0.3089,1.4984,3.5447,11.7864,25.4346,769,
IMA - Geral,23/02/2016,"3,627.196333",-0.0298,1.4681,3.5139,11.5631,25.3973,768,
IMA - Geral,24/02/2016,"3,633.825194",0.1828,1.6536,3.7031,11.5149,25.4349,769,
IMA - Geral,25/02/2016,"3,630.900573",-0.0805,1.5718,3.6196,11.4233,25.1913,767,
IMA - Geral,26/02/2016,"3,630.491717",-0.0113,1.5603,3.6079,11.2421,24.9995,766,
IMA - Geral,29/02/2016,"3,635.046856",0.1255,1.6877,3.7379,10.5205,25.1186,765,
IMA - Geral,01/03/2016,"3,645.649785",0.2917,0.2917,4.0405,10.8429,25.4835,765,
IMA - Geral,02/03/2016,"3,653.890479",0.2260,0.5184,4.2757,11.3893,25.7672,762,
IMA - Geral,03/03/2016,"3,675.359855",0.5876,1.1090,4.8884,12.0049,26.5061,774,
IMA - Geral,04/03/2016,"3,694.057264",0.5087,1.6234,5.4220,12.8658,27.1497,787,
IMA - Geral,07/03/2016,"3,680.469393",-0.3678,1.2496,5.0342,12.8543,27.0638,782,
IMA - Geral,08/03/2016,"3,696.949264",0.4478,1.7029,5.5045,13.3597,27.6328,786,
IMA - Geral,09/03/2016,"3,711.535242",0.3945,2.1042,5.9208,14.5724,28.1364,793,
IMA - Geral,10/03/2016,"3,721.273463",0.2624,2.3721,6.1987,14.4876,28.7367,797,
IMA - Geral,11/03/2016,"3,735.371159",0.3788,2.7599,6.6010,14.8077,29.3351,801,
IMA - Geral,14/03/2016,"3,727.806347",-0.2025,2.5518,6.3851,14.5881,28.7437,797,
IMA - Geral,15/03/2016,"3,704.417378",-0.6274,1.9084,5.7176,13.8692,27.9360,782,
IMA - Geral,16/03/2016,"3,707.291447",0.0776,1.9874,5.7997,13.8943,28.0352,778,
IMA - Geral,17/03/2016,"3,745.991004",1.0439,3.0521,6.9041,14.3999,29.3734,796,
IMA - Geral,18/03/2016,"3,754.488217",0.2268,3.2858,7.1466,14.4075,29.8266,805,
IMA - Geral,21/03/2016,"3,762.988490",0.2264,3.5197,7.3892,15.1230,29.9216,808,
IMA - Geral,22/03/2016,"3,782.437320",0.5168,4.0547,7.9442,15.7180,30.5931,817,
IMA - Geral,23/03/2016,"3,762.880349",-0.5170,3.5167,7.3861,14.8701,29.9179,810,
IMA - Geral,24/03/2016,"3,750.871891",-0.3191,3.1863,7.0434,14.4637,29.1971,800,
IMA - Geral,28/03/2016,"3,771.898903",0.5606,3.7648,7.6434,15.1876,28.9148,805,
IMA - Geral,29/03/2016,"3,781.608290",0.2574,4.0319,7.9205,15.4841,29.2466,811,
IMA - Geral,30/03/2016,"3,772.472625",-0.2416,3.7806,7.6598,14.9873,28.9344,807,
IMA - Geral,31/03/2016,"3,759.335375",-0.3482,3.4192,7.2849,14.2429,28.5112,800,
IMA - Geral,01/04/2016,"3,771.434548",0.3218,0.3218,7.6302,14.0940,28.9151,801,
IMA - Geral,04/04/2016,"3,756.944750",-0.3842,-0.0636,7.2167,13.6326,27.9460,844,
IMA - Geral,05/04/2016,"3,759.588623",0.0704,0.0067,7.2921,13.7126,28.0360,841,
IMA - Geral,06/04/2016,"3,754.013077",-0.1483,-0.1416,7.1330,13.3856,27.8461,837,
IMA - Geral,07/04/2016,"3,753.880828",-0.0035,-0.1451,7.1292,13.2989,27.6459,835,
IMA - Geral,08/04/2016,"3,775.994110",0.5891,0.4431,7.7603,13.4286,28.1076,842,
IMA - Geral,11/04/2016,"3,788.152149",0.3220,0.7665,8.1073,13.5861,28.5311,847,
IMA - Geral,12/04/2016,"3,794.992391",0.1806,0.9485,8.3025,13.7912,28.7632,850,
IMA - Geral,13/04/2016,"3,816.790682",0.5744,1.5283,8.9246,14.5040,29.5028,858,
IMA - Geral,14/04/2016,"3,819.595207",0.0735,1.6029,9.0046,14.1158,29.6661,860,
IMA - Geral,15/04/2016,"3,827.092967",0.1963,1.8024,9.2186,14.1132,29.7899,861,
IMA - Geral,18/04/2016,"3,838.222331",0.2908,2.0984,9.5362,14.6766,29.9115,866,
IMA - Geral,19/04/2016,"3,830.419696",-0.2033,1.8909,9.3135,14.4435,29.6474,860,
IMA - Geral,20/04/2016,"3,828.484183",-0.0505,1.8394,9.2583,14.7538,29.5819,855,
IMA - Geral,22/04/2016,"3,827.025046",-0.0381,1.8006,9.2167,14.6184,29.4512,852,
IMA - Geral,25/04/2016,"3,834.549341",0.1966,2.0007,9.4314,14.8715,29.1658,853,
IMA - Geral,26/04/2016,"3,836.322295",0.0462,2.0479,9.4820,14.9246,29.2256,855,
IMA - Geral,27/04/2016,"3,851.505933",0.3958,2.4518,9.9153,15.0202,29.7370,861,
IMA - Geral,28/04/2016,"3,846.617883",-0.1269,2.3218,9.7758,14.8577,29.6263,860,
IMA - Geral,29/04/2016,"3,868.136682",0.5594,2.8942,10.3899,15.2985,30.2982,866,
IMA - Geral,02/05/2016,"3,868.878604",0.0192,0.0192,10.4111,15.7324,29.6991,868,
IMA - Geral,03/05/2016,"3,868.240432",-0.0165,0.0027,10.3929,15.7133,29.6777,862,
IMA - Geral,04/05/2016,"3,866.142532",-0.0542,-0.0516,10.3330,15.6900,29.6074,860,
IMA - Geral,05/05/2016,"3,875.910708",0.2527,0.2010,10.6118,15.8895,30.0126,863,
IMA - Geral,06/05/2016,"3,874.114816",-0.0463,0.1545,10.5605,15.7632,29.4234,861,
IMA - Geral,09/05/2016,"3,868.851578",-0.1359,0.0185,10.4103,15.0773,29.2206,857,
IMA - Geral,10/05/2016,"3,887.235786",0.4752,0.4938,10.9350,15.6242,29.8346,862,
IMA - Geral,11/05/2016,"3,898.581497",0.2919,0.7871,11.2587,16.0849,30.2135,866,
IMA - Geral,12/05/2016,"3,911.112205",0.3214,1.1110,11.6164,16.5021,30.7610,872,
IMA - Geral,13/05/2016,"3,913.262439",0.0550,1.1666,11.6777,16.4165,30.7053,873,
IMA - Geral,16/05/2016,"3,914.244462",0.0251,1.1920,11.7057,15.4265,30.3243,880,
IMA - Geral,17/05/2016,"3,909.701833",-0.1161,1.0746,11.5761,15.2926,30.1731,875,
IMA - Geral,18/05/2016,"3,892.809610",-0.4321,0.6379,11.0940,15.1609,29.6107,864,
IMA - Geral,19/05/2016,"3,902.344243",0.2449,0.8843,11.3661,15.4279,29.7546,864,
IMA - Geral,20/05/2016,"3,908.345205",0.1538,1.0395,11.5374,15.1280,29.8351,866,
IMA - Geral,23/05/2016,"3,888.978271",-0.4955,0.5388,10.9847,14.1531,28.5452,857,
IMA - Geral,24/05/2016,"3,889.503844",0.0135,0.5524,10.9997,14.1685,28.5625,852,
IMA - Geral,25/05/2016,"3,885.877553",-0.0932,0.4586,10.8962,14.2062,28.4427,849,
IMA - Geral,27/05/2016,"3,878.027804",-0.2020,0.2557,10.6722,14.1679,28.3371,844,
IMA - Geral,30/05/2016,"3,888.450866",0.2688,0.5252,10.9696,14.2304,27.5775,844,
IMA - Geral,31/05/2016,"3,884.417970",-0.1037,0.4209,10.8545,14.1119,27.4452,841,
IMA - Geral,01/06/2016,"3,891.487190",0.1820,0.1820,11.0563,14.3661,27.6772,841,
IMA - Geral,02/06/2016,"3,901.482199",0.2568,0.4393,11.3415,14.8318,28.3670,838,
IMA - Geral,03/06/2016,"3,917.490878",0.4103,0.8514,11.7984,15.3297,29.2095,843,
IMA - Geral,06/06/2016,"3,923.245697",0.1469,0.9996,11.9626,15.5632,28.4116,845,
IMA - Geral,07/06/2016,"3,920.538303",-0.0690,0.9299,11.8854,15.4835,28.3229,843,
IMA - Geral,08/06/2016,"3,929.329233",0.2242,1.1562,12.1362,15.3868,28.6107,844,
IMA - Geral,09/06/2016,"3,929.131803",-0.0050,1.1511,12.1306,15.2737,28.7192,843,
IMA - Geral,10/06/2016,"3,920.340090",-0.2238,0.9248,11.8797,15.2685,28.4797,838,
IMA - Geral,13/06/2016,"3,924.966739",0.1180,1.0439,12.0117,15.2478,27.8492,838,
IMA - Geral,14/06/2016,"3,927.127438",0.0551,1.0995,12.0734,15.3112,27.9196,838,
IMA - Geral,15/06/2016,"3,927.356656",0.0058,1.1054,12.0799,15.5832,27.9271,838,
IMA - Geral,16/06/2016,"3,926.786772",-0.0145,1.0907,12.0637,15.4208,28.3895,838,
IMA - Geral,17/06/2016,"3,930.565436",0.0962,1.1880,12.1715,15.3335,28.7647,838,
IMA - Geral,20/06/2016,"3,932.765751",0.0560,1.2447,12.2343,15.2076,28.5812,837,
IMA - Geral,21/06/2016,"3,938.939207",0.1570,1.4036,12.4105,15.3885,28.7831,837,
IMA - Geral,22/06/2016,"3,939.609577",0.0170,1.4208,12.4296,15.1601,28.8050,836,
IMA - Geral,23/06/2016,"3,948.735127",0.2316,1.6558,12.6900,15.3450,29.0051,838,
IMA - Geral,24/06/2016,"3,949.877811",0.0289,1.6852,12.7227,15.4108,28.7853,838,
IMA - Geral,27/06/2016,"3,964.335592",0.3660,2.0574,13.1353,15.9958,29.2916,842,
IMA - Geral,28/06/2016,"3,964.961108",0.0158,2.0735,13.1531,16.0141,29.3120,844,
IMA - Geral,29/06/2016,"3,953.639999",-0.2855,1.7820,12.8300,15.8718,28.9428,839,
IMA - Geral,30/06/2016,"3,954.918079",0.0323,1.8149,12.8665,15.8656,29.0775,837,
IMA - Geral,01/07/2016,"3,961.101411",0.1563,0.1563,13.0430,16.2064,28.9155,843,
IMA - Geral,04/07/2016,"3,963.247572",0.0542,0.2106,13.1042,15.7182,28.8998,858,
IMA - Geral,05/07/2016,"3,956.474477",-0.1709,0.0394,12.9109,15.5205,28.6795,853,
IMA - Geral,06/07/2016,"3,955.120095",-0.0342,0.0051,12.8723,15.6052,28.6354,849,
IMA - Geral,07/07/2016,"3,957.434240",0.0585,0.0636,12.9383,15.6039,28.5798,848,
IMA - Geral,08/07/2016,"3,971.711100",0.3608,0.4246,13.3457,16.0768,28.9425,852,
IMA - Geral,11/07/2016,"3,977.053574",0.1345,0.5597,13.4982,16.0561,29.1631,855,
IMA - Geral,12/07/2016,"3,978.116801",0.0267,0.5866,13.5285,16.0871,29.1977,855,
IMA - Geral,13/07/2016,"3,986.432699",0.2090,0.7968,13.7659,16.3124,29.4677,858,
IMA - Geral,14/07/2016,"3,994.433412",0.2007,0.9991,13.9942,16.4914,29.5417,861,
IMA - Geral,15/07/2016,"4,001.856664",0.1858,1.1868,14.2060,16.5671,29.8369,865,
IMA - Geral,18/07/2016,"4,006.397530",0.1135,1.3017,14.3356,16.5774,29.0632,869,
IMA - Geral,19/07/2016,"4,002.329191",-0.1015,1.1988,14.2195,16.4590,28.9321,866,
IMA - Geral,20/07/2016,"4,007.902635",0.1393,1.3397,14.3786,16.3356,29.1116,866,
IMA - Geral,21/07/2016,"4,003.747384",-0.1037,1.2346,14.2600,15.9292,28.6271,864,
IMA - Geral,22/07/2016,"3,999.524521",-0.1055,1.1279,14.1395,16.0189,28.0481,859,
IMA - Geral,25/07/2016,"3,999.517705",-0.0002,1.1277,14.1393,17.3744,28.4231,857,
IMA - Geral,26/07/2016,"4,006.501984",0.1746,1.3043,14.3386,17.5794,28.6473,859,
IMA - Geral,27/07/2016,"4,012.231007",0.1430,1.4492,14.5021,17.6648,28.8313,862,
IMA - Geral,28/07/2016,"4,016.679232",0.1109,1.5616,14.6291,17.7673,29.0897,864,
IMA - Geral,29/07/2016,"4,020.701459",0.1001,1.6633,14.7438,17.8419,29.4062,864,
IMA - Geral,01/08/2016,"4,026.559683",0.1457,0.1457,14.9110,17.3623,30.4277,864,
IMA - Geral,02/08/2016,"4,022.741776",-0.0948,0.0507,14.8021,17.2511,30.3041,860,
IMA - Geral,03/08/2016,"4,025.706175",0.0737,0.1245,14.8867,17.7602,30.4001,858,
IMA - Geral,04/08/2016,"4,034.315816",0.2139,0.3386,15.1324,17.9095,30.3459,860,
IMA - Geral,05/08/2016,"4,043.720487",0.2331,0.5725,15.4008,18.6065,31.2114,863,
IMA - Geral,08/08/2016,"4,041.029435",-0.0665,0.5056,15.3240,19.6741,30.2567,862,
